text,sentiment
Si pues; el daño me lo hago yo mismo,NEU
Necesito unos tacones negros a las ya,NEU
"@Tokpelotas @Carlbozal +1 y coincido, no imaginaba que el 4k se notaría tanto a esas distancias. Pensando en pasar a Netflix UHD ",P
"Buenos días!! Si permites que tu corazón sea tu brújula, tu mente sea tu mapa y tu alma sea tu guía, entonces nunca te perderás.. Besitos",P
"@olivares_javier Intentan salvar a Lincoln como Julián con Lorca... Aparte de que es una copia descarada de MdT, no se parecen en nada ",N
Quien no puede dormir y tiene q trabajar temprano,N
@verdesrosas receta médica? Full pepas y descanso,NEU
Que lleguen a hacerte una entrevista la prensa local y yo muerta de sueñito y sin ganas de nada! Ptm.,N
"@arlenemaciel la peor noticia, nos quedamos sin americano en San Diego",N
Tenía más de un año de no usar Premiere Pro y no era tan mala editando... ahora lo olvidé todo,N
Estaba contando que mi mamá tiene como 9 grupos de WA y yo sólo tengo el de mi salón que está silenciado por un año,N
"Hoy le pedí a Dios una señal realmente obvia, para poder tomar una importante decisión, y mas clara no pudo estar. Gracias #Totales",P
"@jc_pblanco ya.. se le va, pero me gustó igual  lo siento, sino.. BLME está bien adaptado o los libros de Sparks ",P
"@_rvng En Castalla (Alicante) muy oportunamente, a primeros de mes celebran sus fiestas de Moros i Cristians i todos están de fiesta! ",P
Porque no soy una persona normal que le guste platicar con personas por whatsaap me conflictua esooo xq xq xq,N
"@vidal_guitar eso es lo angustiante nada de información segura, muchas gracias por responder",NEU
"Odio que mi celular se ponga así Odio tuitear desde la compu, no puedo poner emojis.",N
"Agustín marco mi vida, la cambio por completo y eso no me lo voy a olvidar nunca, GRACIAS",P
"@AngelFabs90 ay, la verdad es que si soy el más feliz del mundo con mis Beats. Junto a los Beats los EarPods y los AirPods son una basura",P
"Vamos @ArvenLoL, dales duro como tú sabes  #LoLHonor2",NEU
"Arreglan todo, y listo, no saben como Sr siente la gente detrás de la pantalla, Camila que paso ?? Yo les tenia fe",N
Lo bueno que mñn acaba sus finales,NEU
"@deibitbanon En el contrato institucional que tengo, 2GB son 9€/mes y 5GB 10€/mes. No había color   Por cierto, acabo de agotarlos O_o",NEU
Ni está tan bonita su novia,N
"@KamilaR94 i told you mi batería es un ridículo, un 10% dura 5 minutos ahora. necesito que arreglen esto ya",N
Me sancocho csm si las van tendrían ventana todo seria mejor,N
"Al final han sido 3h  Bueno, mañana tengo fiesta así que.. No me quejo ",P
"Neta es súper estresante no traer datos, no puedo ver el vídeo y no puedo tuitearte locamente @ElJuanpaZurita #LocurasEnColombiaJZ",N
@meiermq y mejor seria si le en cuentan a un Ramirez.,NEU
"Si papá vas a regalar mi piano, tranquilo que te dejo, no te preocupes ",P
"@Jayah29 ah ta, me pareció por tu twett sobre el petiso que aparentemente no era lo bien dotado que esperabas",N
"@cuervotinelli Buen día Papá hermoso !! ;3, Que tengas un lindo Domingo",P
Que dicha que hay trabajo y salud y vacaciones también,P
"Listo, por fin en casa, a dormir 4 horas nomás. Gracias a Dios mis papás están bien y les está yendo chingón. Ahora yo, a chingarle salu2",P
Votamos por #SiNoEsMuyTarde de #LucianoPereyra @RADIOPOPULARSL Fans Club Oficial Internacional @tuselegidas,NEU
@Aitt7 calla que yo estoy ahora en mi día libre y las horas se pasan más rápido que poniendo copas en el bar ,N
pa kuando la siguiente temporada de Rick y Morty ,N
Como cuando la persona siempre está cansada para todo menos para salir con alguien más.,N
"@cuervotinelli Un horror !! Sin palabras... !!!, hasta cuándo vamos a ser testigos de estas barbaries """"humanas"""", mucha tristeza!!",N
Un ratito a las 10 de la noche con todos bailando y giles haciendo apuestaaas a ver quien se la levanta,N
"@_lauu_20 Gracias por lo de ""ídolo""  Aunque solo soy una persona normal y corriente que escribe libros ",P
"- Amor, ¿vamos a ver la vida secreta de tus muscotas? - Hoy no puedo BB - No tienes dinero no? - No - Misio de mierda.",NEU
"Un señor toca bien bonito, pero apenas traigo para mi pasaje",P
Es el mejor sin duda alguna,P
Se viene algo bueno #Navidad #Imelda #Tronconavideño #Fresas #frambuesas #blueberries @ Imelda,P
"una llegada a Trujillo diferente, meditando pensando y mas tarde a disfrutar la solteria",NEU
"#PierdoMuchoTiempoEn Hacerle caso a los chismes, críticas, malos comentarios hacia mi persona Es mi vida, no la de ustedes",N
"@AxelMishael es una ciudad hermosa llena de cultura,con gente bella y comida deliciosa. Muero por volver! Disfrutá mucho",P
Mis informantes me dicen que a pesar de la tormenta hay 3 fotos que todavía resisten adheridas al barco.,NEU
@DonVascolet los hijos son maravillosos,P
Era yo que le contaba chistes al esco ahora es cadenas,NEU
Final copa libertadores en BAL! la última final de Bradinho... https://t.co/RZnUVPNa5D,NEU
"@juamigcaz es muy responsable y profesional, pero además va muy bien con el estilo de tu club, tiene mucha garra. Un crack!",P
"@cuervotinelli Buen día P@!!, Excelente Jornada de Viernes, TE VEO HOY A LA NOCHE  !!",P
@Exidax no seas tan bueno,NEU
"Espero llegar al work, estoy dms cansada",NEU
"@CarolinaFTAM jo,es que es mortal ",NEU
Las horas que son y sigo sin ser capaz de ponerme a estudiar....el sueño puede conmigo ,N
@eunhyukeeprince por eso yo también tengo mis bias.. y apoyo a los demás pero la mayoría del fandom no y pos..,NEU
@cinencuentro gracias por compartir el teaser amigos de Cienencuentro,NEU
@EduEmoEsc muchas gracias por seguirme. Nos leemos ,P
"Suerte que despierto junto a tí, suerte que senti lo que sentí, Suerte que hay más para conocer Suerte que contigo creceré",NEU
La triste historia de la chica que se durmió sobre sus lentes y ahora los usa chuecos.,N
"Primera reunión del equipo... ""¿Qué Tiene Miguel?"" Pronto!!!! @ Ginebra",NEU
"@AlbertoMoolina sobres, yo llevo los juegos de azar. Tu completa lo demás",NEU
@Rocktor101 consulta virtual o algo en fin Dr. como siempre un gusto saludarle y ya esperándole ... en serio,P
Si se enoja bueno ya no corre mas esa de callarme lo que siento. Estoy re sincera y eso te duele,N
"@cuervotinelli ESTOY MUCHO MÁS FLACO ^_^, toy contento !!, cuánto medís vos Papá??,yo 1.87 descalzo",P
@__el_Negro ah mae que duro eso en este día,N
"@Lupalma12 por favor, mis innumerables tweets a las 3,4,5 de la mañana hablando webadas avalan mi reinado",NEU
"@pabloserrano @JesusBengoechea Madrid tiene la cultura propia de los que ""no tiene cultura propia"". Vamos, como los romanos en su tiempo ",N
"La tierra del olvido es una bonita canción, pero cuando la pienso Iquitos sería la tierra olvidada porque seguimos tantos años hasta las",N
Determinar desde temprano que hoy será un gran día. #BuenViernes al que lee,P
No hay una sola libreta que esté terminando y que tenga que poner el comentario final y no llore. Voy a extrañar demasaido mi clase,N
"estoy entre dos, pero las dos son súper caras ",N
@Jorge68639143 vaaayaaa! Y no necesitó de psicólogo como Gignac,NEU
@Camilo99fuegos y estaban @pepi_goncalvez @valentin_t y la divina @tanilustradacom,P
"Por fin mis amigos me empiezan a visitar en mis destinos de trabajo, solo han tenido que pasar 5 años!!!! (Bueno en Guada tb tuve  )",P
"Primero fue buscando a Nemo, hace un par de semanas a Dory y ahora a un Pokemon Jonny la gente esta muy loca!!!!",N
Querer alguien que no te quiere es como intentar volar con un ala rota. ..................................,N
@Elenacastillo08 Yo tambien y me faltan 2 añales,NEU
@edwin jajajaja con tanta tecnología las pilas salen caras por lo menos te ahorraste en regalos!,NEU
"@AlpioCosta hola, hace mucho q no t veo @arribaarg q pasó? te veía todos los dias desde Uruguay.la verdad q se t extraña chiquilin. volvé",NEU
"Siempre que veo pasar deprisa a una ambulancia de soporte avanzado, se me hace un nudo en la garganta y me vienen malos recuerdos",N
@Pirata__Roberts hay gente muy buena trabajando duro en @SpheraSports. Palabras así impulsan  @Eliperezup,P
"@Sara_G2 jajajaja es súper buen pedo, te va a caer bien. Yo tampoco sé con quién me toca",P
@565Hate @SrTsuki @s0ra_s0 Yo tenía uno de esos son muy buenos... me los robaron en tepito,N
@La_Llama_ @DosPinosOficial tengo que probarlo. Estoy decepcionado. Ahora el fresco leche sabe a puro sirope.,N
"@elgolfo Esta es la segunda vez que los veo y sí, muy pichicatos con los hits, ""NY City Boy"" de mis favoritas y nunca se las he escuchado",NEU
"@FSOGArg @lulopilato @michaelbuble Es muy triste... Yo me enteré el jueves de noche, en Argentina ya se sabía..",N
@UnLocoSuellto te las enviamos por mensaje privado. ¡Saludos!,NEU
@kioskoAMM @gloris72 @olivares1965 @Tomasimedia @madeinLeon Gracias pero los importantes sois vosotros.  Los mediadores.  Sois muy buenos ,P
@Lalusa @moboza @Andrey_Amador errar es d humanos. no debe d pasar a más.,P
@Jullgallo no podes verlo por Vera+..? que horrible verlo sin relato uruguayo!,N
@szerenata toda la suerte del mundo en tu nuevo proyecto /espacio / hora . Te quiero mucho amiga mía . #mty #orgullo,P
"@ErickValdes_ JAJAJAJAJAJA trague puro brócoli y coliflor con pollo ahorita para echarme las tostadas, me las merezco",P
"@Liebehaeschen nop, este crush era nuevo y no había hablado de él aquí para no salarme era muy perfecto para mi peronirogarle",N
@omarvch @plazavea yo hace un momento literal,NEU
@gustragosmaxima deberías poner la de prendido fuego de @ntvgoficial para participar,NEU
@26Manudo @ldacr yo que lo he visto como 10 veces y me lo sé de memoria jejeje lo siento muy emotivo. Ojalá lo vean y lo vean,P
"Y por todos lados hablan de los bloqueos, de ENP, de Trump y pinches es muy deprimente",N
He capturado mi primer gimnasio en el Pokemon Go. Cierto es que es probable que no tarden ni 10 minutos en quitarmelo. Pero mola ,P
"@ToshiHoujo porsupu que me da igual si no uso la consola xdd pero ya pollas, porque la versión que tengo no se puede piratear ahora mismo ",N
Según uno de mis propósitos es leer más pero ya estamos a 8 de Enero y no he comprado ni un libro nuevo,N
"@padremariog Por cierto, para tu trabajo, el alcoholismo no es una opción.",NEU
@MrBeat @SuaraMusic @Brunch_BCN Ni que lo digas. Fue muy triste no poder estar pero mis compañeros lo hicieron de maravilla,N
@ysareth LA delicia! Mi mamá casi no me deja meter a los gatos Pero les encanta dormir aquí cuando pueden,NEU
@Chelo1478 porque si digo que quiero mamón chino me dicen una vulgaridad,N
tu en serio por que sois tan tontos ,N
Ahora adelante va ser diferente y a mi modo ..voy ser muy fria ..hasta q te duela ..y te daras cuenta,NEU
"@mrous_ @carolgvivas La belleza de Tigres presente en todas partes Saludos, chicas!",P
Cada dia extraño mas a Lucas,N
Alba Carrillo como buena modelo haciendo gala de su profesión en la entrevista a Willy Toledo  #HableConEllas,P
@CoupleLuxury no las des preciosa ,P
"Buenas noches papus, que descansen",P
El 2017 lleva nueve días y ya tengo el celular y el corazón rotos #FML,N
@Rumbo chicos... estais por aqui???? tengo un problemilla,N
"@CCRUZ305 y en Chile hubo terremoto de 7,7. El 2016 es el peor año.",N
Casi me quedo dormido en el bus hasta Trujillo,NEU
"Pensé hacer algo con Belén y machu, pero de nuevo me dejaron sola",N
"Me voy a las 6 a Madrid y me esperan 6 horitas en un autobus, seguramnete lleno de gente, porque mi suerte funciona así ",N
@HYZAK Y nosotros listos para tenerte de vuelta Kany!,P
Gracias todos los que me dejaron un mensaje diciéndome suerte,P
@kzfabi vivís de joda .. y siempre donde vas hay cerveza... no necesitamos ML ni IA para acertar eso ehh @FabianImaz @pp_uy,NEU
Era más fácil ir hasta el cuartito de utileria y traer una red nueva,N
Ahora que empiezan las jornadas de toros en esta ciudad me pongo un poco más triste al ver que seguimos sin evolucionar en muchas cosas ,N
@taliferreto jaja pero con el pasar del tiempo no se va a ver feo,NEU
@alevar13 me la pasas? Mi playlist feliz necesita actualización,NEU
@Kev_Rogers mándale fueguito a @abeftlouis está muy enferma,N
"@tuiteroboutique Ja, ja, a mí me pasó lo mismo la primera vez que me enteré... entre pato (duck) y ducto (duct) no hay mucha diferencia",NEU
"Y en el café sonó ""Son Inú"". Y hasta los que estábamos sentados, nos meneamos",P
@Yeesus_ @laMaquinaPeru @CSerranoTV ya no es lo mismo,N
"Primer vez en años que no tengo plan de Halloween, difraz, nada... solo quiero terminar de estudiar rápido y ver el partido",NEU
"@Jorge_Rivera8 la del mio peor, tengo que andar con dos telefonoa para poder revisar tw, fb e ig",N
Hoy es el último taller de año,NEU
@_aliciagonzg uf es que es muy emo ,NEU
Creo que alguien me ha bloqueado. Es una sensación rara porque empezaba a tenerle cariño a esa persona y no lo entiendo. Me siento mal ,N
"Lo de quedarse sola en casa sonaba a planazo de domingo, hasta que me doy cuenta de que no hay dulces en casa ",N
"@juanlebrijo Esa posibilidad está contemplada y, si hiciera falta, x el bien de España y por responsabilidad volvería a hacerse sin dudar ",NEU
"Pero es que La Sirenita soy Incapaz de encontrarla así, la encuentras o en latino latino, o en castellano. Y a mí me gusta esta ",N
@AlbertoVill descubri que soy celosa,N
@ConsueCaballer jajajajaja pues que se vuelva loco conmigo leches... llevo dias petándolo y nada... ,N
@SheWolf_byu ni me lo recuerdes pero eso no cambiara por los siglos de los siglos,N
@DavidJeffer06 Ay! Esas medias tan lindas,P
"@David_Gato5 Mae esque mi top 3 son Dez Bryant, A. Brown y OBJ La de Zek viene de cuarta",NEU
"escucho una canción romántica, de esas que serían hermosas dedicar, pero no hay nadie en quién pensar Nadie me gusta carajo",NEU
Esas personas que se aclaman los señores de la lectura -Libro favorito? -Cazadores de sombras #MeCortoUnHuevi,N
"@DonVascolet 24 horas depues recien lo analizo al tw ,por suerte no lo entendi jajaaa",P
"No puedo dormir, lo malo de dormir Por la tarde",N
"Algún día seré puntual, hoy NO es el día",NEU
"@ivancastello Toca un tema maravilloso, porque sin dejar de ser ficción es algo que podría darse. Un Gran Hermano vol.02 ",P
"No tenemos la sensación de ir a un trabajo, din os @PIXIES Eu na ofi lendo o @rockdelux, tampouco a teño  https://t.co/MEG8DZVVTn",P
@danimonti77 Que cabrito   y te quito años  @AngelBergada23 perdónale porque no sabe lo que dice... o si ? Abrazo a los dos ,N
Ya me está jodiendo la tarde Pep...bueno me.voy a dar un.paseo ,N
@NoticiasCNCO yo solo sere #CNCOwner pero cada quien su opinion,NEU
Yo solo quiero adelantar mi vuelo a Chicago,NEU
¡¡No a las agresiones sexistas durante y después de las Fiestas!!  #Sangüesa,N
"@MHackem @mechibasso Tampoco es para tanto, vienen en pack de 2X1 con vaso incluido y es más costo-efectivo",P
"Por que a mí , tremendo cuerpazo de hombre , me la ofreció y yo bien mustio le digo no gracias. Tengo caca en el cerebro o que pedo",N
"@Criya59 que lastima me lo perdi ,esta mi hijo mirando tv y mi internet anda malisimo para poder ver el programa en la compu",N
"@val05r acá tienes un excelente abogado Dr Zamorano a sus servicios para el 3, ya que pagan viernes",NEU
@MariannaAlfa @alfa913fm @alfa1045fm wow me encantó la frase de hoy te estoy escuchando desde Baja saludos preciosa,P
Mi abuelo no sabía que tenía segundo nombre,N
"@cachetotesrosa ahora ya estoy un mejor, pero tendré que regresar a la clinica en la semana",NEU
Llevo más de una semana lesionada,N
"@J_Pietra Me gustaria conoserte Y estar 1 dia contigo y con todo el plantel de chivas,me gustas como narra pero como nunca me aras caso",P
Soy muy obvia pero me la suda ,NEU
@piixiieedust Sí me gusta un chorro pero extraño mucho mi pelo largo,NEU
@Natticornia @YouNow ya volvió a esas mierdas porque no tiene a show de huevos es un día triste para el hombre araña...,N
estaba delicisio tio quieru mas ,P
@KawalkerOhlson La garantía es solo para los productos comprados en nuestras tiendas oficiales. ¡Saludos!,NEU
"Quieras o no, vivir rodeada de mar, te influye.  Paso un par de semanas sin ir a la playa y ya me hace falta. ",N
"Ya que se acabaron mis vacaciones, a pesar de los problemas que hubo, me gustaton mucho y me sentí feliz. Hace mucho que no era feliz",P
"@UchihaDEMS es una buena decisión de marketing, el outfit que tiene en Dangerous Woman es muy FF",P
"@_AndresGomez_ Asegúrate de que no es cuestión de tu dispositivo o conexión a internet. Si es es así, envíanos un mail a info@wuolah.com ",NEU
Al q madruga Dios lo ayuda y yo me vi al Amo en vivo,P
"@Serjo77_ ya pero que estoy diciendo que el feminismo no es lo contrario de machismo es el hembrismo q como tu dices, no existe ",NEU
"Si es que llegáis aquí desde mi Favstar del cretácico y claro, luego no me duráis ni un suspiro. Que mis neuronas no son como antes, jopé ",N
