text,sentiment
Nunca me he ganado nada con @PizzaHutCRC y que chuzo sería probar la nueva pizza esta tarde liberiana está como para la Crown Pizza,P
Y las emergencias? La gente que necesita ir a hospitales? Los que esperan cita desde hace años? Ahhh no! Yo apoyo el paro nacional jijis,N
@FranzUgarte @UnAutenticoCule asi tiene que ser .. yo m alegro solo si el barca pierde en algo qe influya a madrid cmo la liga ayer tuani,P
@NoilyMV yo soy totalmente puntual,NEU
@natyrodriguez Demasiada decepción con la humanidad,N
@Izzytica @Unodien regla de los 3 segundos,NEU
"@moriuper hola! No, ya no hay más sur",NEU
Ser productora radiofónica es lo mejor de la vida,P
"@victorA_perez Ah bueno, gracias por estar taaaan pendiente de nosotros",P
"@Jey_Gut Aun no tenemos fechas definidas, pero te avisamos apenas sepamos",NEU
@Leiva89 lo puse y ví la INT de Manning. Está empezando igual,NEU
"Pensé hacer algo con Belén y machu, pero de nuevo me dejaron sola",N
"O mejor que me digan ""vamos a comer un helado"" y ya.. Ocupo salir",NEU
"Que chiva pasar debajo del puente de la platina, siempre he querido ...es en serio.",P
"tengo como 10 horas de estar mareado y con ganas de vomitar, ya esta bueno verdad.",N
Me hace sentir tan bien al ver a mi ex y no sentir absolutamente nada por el,P
"Mi mamá me dice que no vaya al colé, en serio que la amo. Pero tengo que ir",P
Adquirí @semrush_es para un sitio que abarcara 10 países y hasta el momento me ha parecido una excelente herramienta.,P
"@valeub25 pues sí, sé lo que se siente. Pero piénselo como el último esfuerzo, que ya ahorita llegan las vacaciones",P
"Men @RedstoneKnarias no nos eliques mas de porque pierdes, porque a nosotros lo unico que nos importa es divertirnos viendote jugar.",N
"@mhariprada Por lo menos lo tenes ahí. No me acuerdo la última vez que yo vi al mío (amo esa canción, btw)",NEU
"@JArmandoCS ¿Vos también estabas? Ay que triste nombres sí, yo estaba durmiendo, para ir a clase hoy a las 7:30am ¡¡Te extraño bebé!!",N
"@MicroCoAnSh seamos sinceros: Mi rostro inocente y un: Amigo, no me podés abrir? Es que perdí las llaves y mi roommate no contesta Abre",NEU
"En ""X"" gimnasio me iban a cobrar como 330mil colones en un año. No me matriculé y estoy haciendo las matemáticas para el siguiente viaje",NEU
@D4rkusPl4y ah era hoy? mañana durante el día puede llamarme y con mucho gusto a plena luz del día no en lo oscurito en barrios mierda,N
@MauHCorona Lo normal es aburrido.,NEU
"@francellabrenes Rajado, y mientras llega acá",N
@cris525cr que todo les salga muy bonito,P
"Tener grandes eectativas a futuro, eso es vida",P
"Feliz navidad, feliz navidad, feliz navidad y feliz navidad",P
Ayer lloré viendo a @AlexBadilla en el snap que playada,N
@conejoceni01 dígame que no es caro porque ya estoy bien pobre,NEU
Feliz terminé cuatri fue un éxito . Ahora sueño con algo grande,P
@Lalusa @moboza @Andrey_Amador errar es d humanos. no debe d pasar a más.,P
Como cuando soy muy chineada y me traen almuerzo al trabajo  Gracias @Antrckstr,P
Envidio de buena manera a los que tienen la oportunidad de ir mañana al estadio,P
@tvnnoticias No para esa hora. Es devastador el efecto de #OttoCR en mi país en realidad,N
No mames lo triste Gabriel Badilla y por el corazon! El miedo que me dan esas cosas.,N
Hoy llegué 50 minutos tarde a clases. Fui literalmente solo 10 minutos. Duré 2hrs35min llegando a la U.,N
"@AzulAlytaSoy nombs cuál tercera. Yo voy a muchas actividades de @bnmascerca en el año, ya van más de tres",NEU
"Me encontré una tarjeta pegada en el cajero y llamé al banco para reportarla, la dueña puede estar tranquila #whatgoesaroundcomesaround",NEU
@JosePB17 su mamá va??? Yo también voy . Pero fijo ya ella no se acuerda de mi y yo soy distraida,NEU
Y si comemos crepas con una bebida de café O un smoothie Hoy habrá feria navideña y nuestra Esparza se pone d…,P
"Llego a la casa a las 9:20 caminando, no hay comida, todos están dormidos, mañana tengo clases a las 8am, todo esta bien",N
"Mae mañana llego a las 10, cuidado te quedas dormida porque a las 10 estoy ahí -Liena, se quedó dormida y no ha llegado.",N
Me estaba sacando las cejas y como se me ocurren cosas geniales decidí arrancarme una pestaña y ahora me duele el párpado y se hinchó,N
"Todos queríamos ver las 2 ticas juntas en la final pero así es esto , ahora le toca a lei q avanza a la final #VISSLAISAworldjuniors",N
Hoy me desvelo de nuevo,NEU
@sancarlena77 @frankgrs nunca dije lo contrario,NEU
@jatenas @Amareto Abrazote enorme!! Sos un éxito!,P
@conoche repollo Ud últimamente como que muy amargo,N
@CNCOmusic reggaeton lento la canción del fin de año,NEU
"@LisethBriceno rajado que si, lo voy a extrañar un poquito",N
@vrandrd bueno igual la veré porque el protagonista es muy guapo,P
@KaroRC4 hay unos que son casi misión imposible pero está super lindo,P
"@AfichesManudos Con las rayas más gruesas, me gusta Pumas sabe lo que hace",P
¡Ya tenemos ganadora! Felicidades @IsabelGarbanzo Nos hablamos por mensaje. ¡Gracias a todos por participar!,P
"En Curridabat muy calmado, ni una gota de agua y hasta caliente está 20°v... #nomegusta",N
Juro que el próximo cuatri busco aparta con alguien no puedo con esto de estar sola,N
Necesito ir a mi hogar y dormir con mis dos hijos peludos y Kabek y su gripe,N
@solounrobot @TVyNovelasMex ¿Será solo digital entonces? ¡Perfecto! De verdad muchísimas gracias Un abrazo desde Costa Rica. ¡Pura vida!,P
No sé ni qué leer para tratar de entender lo que va a pasar. Todas mis fuentes usuales fallaron,N
Lo peor de recibir clases en un restaurante es el fuerte olor a comida y el hambre que me tengo.,N
"En una propuesta/solicitud de servicio lo que debe quedar muy claro son los ENTREGABLES. Si esto no está claro, habrá problemas.",NEU
"@eldiariodedross Mandale un saludito a Jonathan Duarte que esta en el hospital pasandola mal con una operacion, y solo ver tu videos",NEU
"@MonumentalCR Buenos días, un éxito su maratonica, yo me sumé y sé que van a llevar mucha alegría a personas que están sufriendo",P
Que triste cuando uno anda en una actividad y no tiene con quien bailar me veré muy rara bachateando sola en media pista ?,N
Esa lagartija tiene que haber estado muy enamorada de mi perrito. Canta llamándolo a la misma hora a diario y él hace mucho se fue,P
"@josdav17 nunca hacen nada, hasta que exista según ellos más evidencia o sea aparecer más de 4 veces al día en tu casa no es válido",N
@Chuletta diay. Estuvo bonito. 5comentarios,P
Se lesiona Bale antes del clásico,N
@HenAubSol17 yo estoy igual... Hoy pequé feo,N
"@ReinerJosueUH que raro, el mío si es real",NEU
@JuanamartinezH Seguirme es lo único que tienes que hacer.,NEU
"Desayuno guanacasteco Hoy es Nochebuena, hoy damos vueltita por Nicoya",P
"@KimSalas21 La vida conspira en contra de uno, que injusto jaja.",N
Mi hermano y yo convertimos el comedor principal en un café internet,NEU
"Quiero amigos que le gusten mis gustos musicales, ya tengo pero viven largo",NEU
"@Erito0513 Shi, pero como el año pasado no jajaja ah creo que no fuiste",NEU
@Bejardo ahh no eso fijo... Pero en este caso en especifico hablo solamente de vestimenta,NEU
"Mis primos se fueron para cancun hoy, adivinen quien no fue por ser la unica -18?",N
"Malparidos! Malditos! Malnacidos! Ya hay carta de Lillie en ""Full Art"" y todo y de Serena nada",N
@XiniaCH Xinia de mi vida tenía toda la intención pero se me hizo imposible al final del día,NEU
@BreNdiiuXx @BaldiHotSpring1 ya se no quería salirme de las aguas termales mañana voy a Monteverde a ver que tal,P
@ysareth LA delicia! Mi mamá casi no me deja meter a los gatos Pero les encanta dormir aquí cuando pueden,NEU
"@Oski_1991 Si o sea, el cel no me interesa tanto pero las cosas que tenía ahí eran irremplazables Gracias por escribir.",NEU
@ilejarza ¡Es el mejor! Espero con emoción ese disco nuevo y deseo tener tiempo para digerir toda la discografía antes de morir.,P
"Viendo Looking, Queers as Folk y así, me doy cuenta que nunca he tenido un grupo de mejores amigos gays. ¿alguien me adopta?",P
FAV si crees que me gustan los penes (como no soy famoso y nadie le va a dar FAV pues tendre la consciencia limpia),NEU
"El amanecer respirando o2 puro, es más que un regalo... más si es a las 6:00 am frente al mar... preparando la mente con meditación.",P
Ya no es tan divertido,N
Buen día @adruari ya le seguimos,P
Llevaba tiempo de no estar tan quemada,N
@massiel_ml amiga siiii y la pobresa extrema sigue,NEU
@__el_Negro ah mae que duro eso en este día,N
@gaby_mata25 @LuisEs22 Fue la última vez que fuimos al cine,NEU
"@AndreaVasRo @vulturgryphus Otra decepción... (me estoy haciendo la víctima dramática, obvio)",N
Mis anteojos están demasiado flojos y eso que tienen meses de comprados,N
@valeriazumbado Esto es lo más triste :! Pero espero que el 24 sí,N
"Por dicha solo me volvió a ver y siguió durmiendo, pero me dio lástima",N
"@anamablaba buena idea, anis, pero ellos saben que yo ni un pancake puedo hacer bien",NEU
"Hoy será un día muy largo, y mi último día siendo un pilluelo de 21 años",N
"NUNCA dejen el Snapchat abierto en el celular de la mamá, creo hoy duermo en la calle",N
"Pero en realidad soy mucho menos amargada, maldita y juega de viva de lo que parece. Lo prometo.",P
"Otra vez quieren desnaturalizar el tema #BienestarAnimal, dejando en el texto de iniciativa popular sólo a perros y gatos.",N
"@nitamar26 @PizzaHutCRC el problema que ya no hay 2x1 en grandes ni tampoco los puntos Hut, son dos pésimas noticias",N
"@presenteausente *suspira* puse picadillo de chayote con molida y maiz dulce, arroz con frijoles, y un bistec, así a lo sencillo",NEU
"...para regalar. Así que si alguien está interesado pueden buscarlo tipo 12md cerca de la plaza de la cultura, donde suele estar.",NEU
"@Phoenix2124 si si, prendieron fuego !! La única que me sabía la cantaron cuando estaba haciendo fila en el baño 1 gusto conocerte!!",P
"@gabrielselva_cr ahí estaba, bueno en el descanso no, me fui a mojar hasta los palcos del frente para hablar con los privados de libertad",NEU
@titabobra aquel señor amigo suyo hizo un numerito hoy de esos que le encanta hacer. Otro día en que la ginebra empezó a fluir temprano!,NEU
Hoy es un buen diaaaa,P
@fabian05_p perdida ya no tomo coca.,NEU
@silviauc_cr charita que ya no canto igual,N
Espero que mi jefe me de mañana libre,P
Mami se acaba de ir y ya la extraño,N
Toda mi familia va a estar dormida en mi graduación,N
@_Star_Vader tanto libro chiva que hay Y buen punto... Comida entonces,P
Si la U cerró todo... entonces yo estoy libre hasta el lunes,NEU
Mañana que entonces? -Yo buscando donde pasar navidad por que me dejaron solo,NEU
"Senasa NECESITA casas cuna, apúntense no hay suficiente presupuesto para todos los animalito afectados",NEU
"El Turrialba me odia, en definitiva, es el milésimo ataque de asma en el semestre",N
Cuando hago desordenes con el horario de la comida me agarra un dolor de cabeza permanente,N
@Jefersonserrano @luisricardo_28 @danielugalde07 @Stedich7 nombres yo llego hasta las 10:30 sábado a las 7 AM mejor jajaja,NEU
Amanecí lleno de la comilona anoche en el #BNOpenHouse ...pero siempre hay campo para más . A desayunar,P
"Este año más que otros ocupo trabajar esta temporada navideña, ocupo plataaaaaa! Si alguien sabe de algo me avisa",NEU
Me encanta la olla de carne pero no me gusta que por ser sopa no me mantenga llena bastante tiempo,NEU
Mi familia ya empezó con villancicos a todo volumen 24/7 y yo que tenia mi musica puesta y me la quitaron,NEU
"Mis tenis fueron las primeras en ser compradas y no han llegado todo el mundo con tenis nuevas y yo aquí, zad.",N
Me siento más ignorada que de costumbre lo bueno es que soy estudiante universitaria y en vez de lamentarme puedo aprovechar el tiempo,P
"El amor es paciente, es bondadoso, no es envidioso ni orgulloso, no es egoísta, no guarda rencor. 1 Corintios 13:4-5 Buen día a todos",P
"@AnaVM llego tarde, soy huge fan la empecé en el 2000, crecí con ella sube y cae tiene de todo como toda serie, temporadas favoritas...",P
Erito es una mala persona,N
@meel_solis estamos en la misma lucha,NEU
Soy el ser más distraído del mundo,N
@emacavi @ViuditaCR como dijo ud Algo Similar entonces.,NEU
"@hippielandsoul Yo defendía un poquito el 2016, ya no.",N
Y nos vamos encontrando a un ex en el hotel...,NEU
Que triste todo este cierre de año para mi 🇨🇷 linda,N
Sería la mejor compañía para Marce y Osquitar  Bueno y yo,P
ojala que te de un bloqueo mas grande que el de mi cel,N
"@Ana_AvilaM hmmmm no sé, aún las siento pegadas en el cielo de la boca",NEU
"Y en el café sonó ""Son Inú"". Y hasta los que estábamos sentados, nos meneamos",P
¡También tenemos tradición #costarricense! Por supuesto! #Cajeta de leche con almendras! La más rica de todas!!…,P
Estos días me he soñado con el accidente varias veces Increíble el trauma que generan estas cosas!,N
"Hasta ahora me entero de que existe la carrera de ""investigador de animación japonesa"", he desperdiciado mi vida",N
"La vez pasada hice una amiga de baño en el Club. Se llamaba Naomi. Saludos Naomi, te tengo presente.",P
@andrea___cr @ccssdecostarica Ufff... hay una discusión enorme sobre esto. La Clínica Mayo dejó de hacerlas por años por los resultados,NEU
@laqvienedelsol @PilarAcuna Yo la dejé como 3 años y ahora volví. El día que termine del todo empezaré un largo duelo,NEU
Escucho a @HillaryClinton porque no me aguanté y no puedo creer aún que hayan elegido sobre ella a @realDonaldTrump Es realmente triste.,N
@Javiercd18 Jajaja es que te pones a buscar defectos en una buena iniciativa de redes Yo también te quiero y me haces falta.,P
"Si me hubieran pagado el viernes estaría fuertemente de fiesta, pero no aquí estoy acostado en mi cama como 168 colones en la tarjeta",N
Lo que extraño de no vivir con mi tia es que ya no puedo ir a la playa o de peda con mis primos favs,NEU
Que feo estar sin celular,N
@AleArguelloF ojalá sigan juntos mucho tiempo,P
Juegos de pólvora y mi perrito asustado,N
Todavía no me he comido un maldito tamal,N
"@GLOri_177 Gloria, ¿en serio? Es muy probable, qué triste.",N
Que dicha que hay trabajo y salud y vacaciones también,P
@WancitoCubero @ericsolanog Me uno a la triste historia de no vacas,N
Badilla era tan tan guapo que sentí feo cuando me di cuenta,N
"¡¡EL PUEBLO MÁS BONITO DE ESPAÑA 2016!! Enhorabuena @viniegradeabajo Sólo Rioja, sólo bueno",P
"@arlynerl03 Y si me corrigen es como... ""Trágame tierra y llévame directo al infierno""",N
".@FannyLu dice que ""Llorar es una locura"" ¿Que opinás? Si decís ¡Sí! entonces a cantar",P
"@afranchesqui @marhegu Sí, también he leído quejas en twitter sobre la interacción social en los buses.",NEU
"@MedioEnSalsaCR Por supuesto que no le importo a nadie. Soy hombre, eurodescendiente, heterosexual y católico. cc @titabobra",N
@edgumaco yo siempre deseo eso y cuando estoy libre;como hoy&gt; ando desde temprano dando vueltas y sin sueño,N
@LauraPausini y su canción: Se non te #VIDEO Publicado el 10 Nov del 2013 y aquí te lo compartimos,NEU
Entró a trabajar a la 1:30 p.m y yo en San Carlos Mi tío cree que voy a llegar puntual.,NEU
Ahora que trabajo tiempo completo me siento tan merecedora de los viernes como que tengo derecho a cantar The Cure (,P
Después de una semana comiendo en México a un precio ridículo... lo último q haría es ir a la Feria Gasto-nómica #lluviaencasa,N
"@_Star_Vader Si, no hay que perder la esperanza jaja, digamos tuve muchas eectativas con alguien pero no se dio y tome por gordo",P
"@Residente y fui a buscarte xq habías agarrado x otra calle, venias hacer un concierto, y bueno pues te encontré al final! Jeje saludos",P
"Ahorita me van a cambiar las ligas de los brakets, Tengo alfajores argentinos en mi bulto, tengo hambre , ¿QUÉ HAGO? no puedo esperar más",NEU
@NellaZ Listo! Muchas gracias Nella,NEU
Ya estoy estresada de esperar resultados,N
Ya no me quiero mover Estúpidos aeropuertos.,N
@joharoversi ja ja pero está precioso el condenado.,P
Me corte el pelo y me siento demasiado pelona,N
Vamos a pasar año nuevo a la playa No? Bueno,NEU
En enero la ropa está más barata por si no sabían,NEU
"@DraHongo y son adorables, pero diay... Ya no hay nada que hacer",NEU
Yo solo estoy pensando en proteger a mis gatos y a la perrita,NEU
Quiero que en serio me paguen para poder irme a rayar la otra semana,NEU
Lamentable lo de Badilla... un sentido pesame para sus hijas que se quedan sin papá,N
"Hoy hice el gol de mi vida, perdimos 8-1 pero hice el gol de mi vida",P
He pasado toda la mañana metida en Google Maps viendo Costa Rica. Pero no hay Street View.,N
"@MauFonseca11 @FexCR el otro muchacho que es nieto del señor de las galletitas, siempre tuvo una dulce navidad",NEU
"@cinn_gc10 Un chivi que hace videos y es más tocándose el cabello que video haciendo ""algo divertido o entretenido"".",NEU
"@KamilaR94 i told you mi batería es un ridículo, un 10% dura 5 minutos ahora. necesito que arreglen esto ya",N
"@MonumentalCR buenos días, último día laboral, me voy a vacaciones una semana. Éxitos en sus vidas y que sean muy felices",P
"Por la mañana hazme saber de tu gran amor, porque en ti he puesto mi confianza. Salmos 143:8 Buen día a todos",P
"Mañana debuto en percusión para leones chinos, ya puedo dejar de ser una samulnorian frustrada. Aunque el traje de Samulnori es más lindo",NEU
"@HolaSoyBataa Pero interrumpiste en mi sueño, perdí el sueño en ese momento y gracias a ti no fui a trabajar porque me quede dormida",N
"@Emilio_Botas cuidado y se enamora de la suegra, porque vieras que señora y que mano tiene para la cocina, y dicen qe panza llena corazón",P
"Que ladilla, yo soy chevere",P
Estoy así de no salir hoy.,N
@NeneAlfaroB Amén! En serio hay q hacerlo,NEU
@welcometofridda jajajaja ya en serio me haces falta,N
Hoy tuve mi primera premier y fue un éxito,P
Ayer inicie con mi proyecto de hacerme mi propia huerta,NEU
desde hoy en la pura mañanita no veo a mi papá,N
@wkCArlos yo soy igual Jajajaja trató de evitarlo pero no lo logro,NEU
@andynuinsa @NachoSantos7 me dejo congelado. Por algo es el amo de los ratings!!!,P
"@itsshirrley hizo un tiempazo en una ruta desafiante, ¡felicidades! Es muy muy campeona ️",P
"Me acaban de confundir con un estudiante universitario... es el mejor ""buenos días"" de todos",P
"@vikyro18 sii claroo, en play 3 podés comprarlo por 5 dolares. Pero ya en ps4 no",NEU
"Lo peor fue que nos encontramos en un bar, y no le pude hablar x mi timidez",N
"@avargas10785 yo te salgo de eso, yo es por luchona y que me elotan en el work #lindaperopobra",N
Mi papá emocionado hasta las lágrimas con los tenores... hay conciertos que se quedan en el alma para siempre.,P
"Regalo hermano menor tiene 16 está en plena adolescencia y es insoportable, el que lo acepte lo invito a comer",N
"Días como hoy agradezco no tener carro. Andar con el hígado hinchado por saber esos marchamos, mejor ando en Uber jaja",P
"@LaEscude Sí, a mí también me gustó mucho, pero como todos esfuerzos sociales de Google, el problema es crearles volumen de usuarios.",N
Hay un grupo de estudio religioso en el sótano y están haciendo un bullón increíble. Yo sólo quiero ver mi película de putas,N
"@robertobrenes Bueno, no es tanto lo mayor como cuánto de campo sea usted. Sos cartaguito en cada aspecto de tu vida, por lo visto.",N
"Cuando salga de exámenes me voy a meter al gimnasio y voy a tener un cuerpo lindo, y ahí es cuando voy a ser feliz",P
Que rico que es dormir,P
@elinvisiblesoyo jajaja aquí la confianza virtual,NEU
"@germangn09 pero igual es feo, horrible, espantoso",N
@gat1tu sólo viste feo... Lo demás todo ok,NEU
@vale24_12 siempre es bueno la opinión de un playo,P
Esta va a ser la noche más larga para muchos,N
@gabrielselva_cr pura vida. Ya llamé pero fue como no haber llamado.,N
Estos serán los dos últimos shows que bailo con mis minis bboys.,NEU
La próxima vez que vaya a un bar hasta me sirvo yo solo.,NEU
"Que bonito es anunciar que los excedentes de la Asociación Solidarista, ya estan depositados",P
#superluna eectativa vs realidad. Gracias • • • • • • • #crc #puravida #costarica…,NEU
Hoy nos tocó de últimos en el Festival Navideño de PZ y lloviendo. Adivinen cómo quedé.,N
"Me siento tan sola por las noches, que duermo con Pariss en la cama de mi hermano",N
Hoy tuve un día muy lindo me chinearon mucho 2 amigos y el jueves uno que amo mucho.,P
"@Christ_Campos06 júrelo que lo reconsidero siempre, tengo insomnio y la ansiedad no me deja dormir + tengo e mañana",N
Ya me quedé sin wifi y qué flojera levantarme a encenderlo de nuevo mi mamá que no me quiere ;_;,N
Me gusto mucho #AHSRoanoke fue una temporada muy buena y mucho miedo pero corta ya estoy ansiosa por la temporada 7️,P
Tengo una leve duda de que las fotos del meet acá en CR las van a plublicar hasta el año que viene,N
Mi profe de comunicación se parece a la profesora Umbridge. Yo sé que en el fondo es malvada y nos quiere ver quedarnos.,N
"@ChicadeHumo7 , no hay que sentirse mal por ya no querer creo que es bueno saber lo que uno quiere y lo que no",P
"Era a la 6 que me quería levantar, no a las 5:15 con el ruido de una hijueputa licuadora gracias al descerebrado de mi primo",N
Bonito cuando pasan a fumigar,N
