text,sentiment
"@UruAlejandro Me dicen por la chicharra q Obdulio en el año 49 hizo una huelga reclamando dchos de los futbolistas. O sea, segunda vez.",NEU
"De mañana hasta el miércoles estaré de campamento, así que perdón si no respondo el MD, estoy inactiva, etc. Es que no dejan llevar compu",NEU
"ya se olvido de lo lindo q la pasabamos , manuel tenes que crecer vamoo q tenes casi 20 años no podes pensar en ella ya",N
"@Enana1515 NO TE LO MERECES ESO ESTA CLARO,pero de esto se trata de superar todo yo estoy al firme mami y ya van a llegar las buenas",P
Tarde con mi peque #Broh,P
@hnadelmedio suspendido Palitt...esto no puede ser!,N
Hoy tengo el cumple de mi tio,NEU
@dianaapii Escuchate esto.... SEMIOTICA *suena música de iglesia*,NEU
@tetirounpique GRACIAS !!! los piques serán primicias tuyas !,P
@ias25viki les tengo alergia (?) ah hacia problema por todo,N
@SRP1410 no ves que estoy triste y solo piensas en eso,N
"*Bueno, aflojando con el protector solar, voy a jugar al volley #Camiseta",NEU
Yo quiero pasar nuestros noveno cumple mes juntinhos pero ya veo que no,N
Nos separan mas de 9KM y quieres JAJAJAJAJAJAJAJAJAJAJAJAJAJA Te juro que eres muy chistos@,P
"Que lindo, los aliens eligieron visitar a Uruguay la próxima aterricen con más tranquilidad! #temblor",N
El flaco Agazzi me tiene bloqueada! Qué diablos? Tiene que ser un error... No me elico...,N
Gobierno venezolano usando a #Chávez más que Disney a Pluto o a Goofy #ElFaltante #CerrayVamos #Maduro #Villegas…,N
@fernando_amado Estoy ofendido de que ni @Chasquetti ni @Constanza_FA hayan querido reclutarme. No logré llegar a estándares soviéticos,N
"Si crees en tu propio éxito, lo obtendrás; confía en ti. buenas y lluviosas noches , #netflix , byeee",P
"@grisel_ok hola hola ,y esa carita nena a que se debe ?dije algo que te molesto ?o es otra cosa",N
¿Cuántos asesinados más #Bonomi? No vas contra cómplices y DELINCUENTES que usan fútbol para ilícitos pues se relacionan con tu esposa,N
"no puedo creer, el año pasado estaba re adelgazando de tanto bailar y este año perdí la costumbre y estoy más gordo",N
@SonrisaDeCaeli dos cosas 1-Siento que casi todas las indirectas son para mi 2 por tu icon tuve que activar modo nocturno para verte,NEU
"@Alita_ntvg Te amo con todas las letras.. halla y acá. En buenas y no tanto. Ahi estoy, siempre con vos. Como vos conmigo, bombonazo.",P
@barossi_luzmila cosas de la vida me decis soy la mas fracasada del mundo osea no le cuesta anda un hola que importa que sea famoso,N
@alefpiro ¿Te fijaste en el detalle de que los viáticos de la edila los usó para invitar a cenar a un par de amigas no edilas?,N
En la Red dijeron que si llega pablo Perez le abren la puerta de salida a Mendez maal mal mal deben jugar los 2 junto a Toro,N
@wilfredotuntun se vienen tiempos dificiles,N
When sos especial Después hagamos skype,P
"@JPL0UIS Que descanse ,sueñe bonito ,hermosa luna",P
"@candetinelli Muy de menos !!, precioso botija ...",NEU
"me dijeron 'no sos hombre', me llegó al alma",N
@PizzeriaRodelu @tetirounpique @Guia_Montevideo Cuando empiezan con las promos tuiteras? eh?,NEU
algun alma noble que me quiera ayudar con fisica de tercero,NEU
"Estoy en tremendo ruido firme , todavía no puedo creerlo !, #Chapecoense",N
@Socialistas90 @diego_14m Que se siente DEFENDER DICTADOR Y DICTADORES No creen en DEMOCRACIA,N
"Había un sueño medio soñado, había un bueno, había un feo, había un malo",NEU
"Que bueno es saber que los grandes exitosos pasan por grandes pruebas, eso me motiva!!!",P
#FelizDOMINGO que la paz de dios llene tu vida en este bello día #bendiciones para todos,P
@MateoFernandezE Esperare ese momento desde el Primer capitulo dije qué mateo es el indicado para la anita,P
"@diverso_alex no, uruguay son 3 millones, no me siguen tres millones jajajajajajaj vos sos tarado? Te sigo si",NEU
@GerardoAmarilla y pensar que acá en #TreintaYTres le hacen monumento a #Comunistas. En #Flores a #Sendic. Cuan equivocado estamos,N
"@cuervotinelli Me desperté medio mimoso porque soñé con vos !!, hasta cuándo duermo no te salís de mi cabeza ...",P
@conradoh47 Es que uno busca en internet fotos del funeral de un longevo dictador y le salen las de cualquier otro,N
"Me puse re mal con lo del avion con jugadores de futbol chapecoense,pobres familias la vida es injusta QEPD y fuerza familias..",N
"@sepuedevivir la amo, qué hay de cierto en que a las serpientes nos dan cascotazos todo el año? 2016 fue suficiente... Tierra here",NEU
"@RissoConDosEsse Te voy a espoliar ahr no ,lo único que te voy a decir es que esta muy bonita, divertida y tiene un mensaje",P
"@zeta_dos Ojalá todo sea para bien, pero veo en este gobierno vicios distintos al anterior, pero fallos en fin. Pero ya se verá q pasa.",NEU
"@VeronikMGWV hoy dia tiene 9 meses mañana te paso fotos actuales ,si es un zorro adorable ,llego a mi vida en un momento justo lo adoro",P
"@agusti_pena No te creas Agustín, te paso el dato q antes habían 7 mujeres x cada hombre y ahora hay más hombres q mujeres, así q PILAS",NEU
@ber_uy Lindo buzo por cierto,P
@Silperpetua era mas facil armar bardo,N
Jaja tremendo cuerpo y es una nena,P
Comportamiento de casada jajaja..ahí deos! Como lo quiero,P
@capPu1550 @alitamontevideo @klarita56 pero es uno de los preferidos,P
Química de 6to aprobado con 6 una menos por suerte,P
@AliciaVery no conozco nada pero se que es un lugar màgico,P
"@SilvioCABJ12 Vamos! a más viejitas mejor, pero no se por quién apostas?!",P
Ete m dio justo ahi en el cora nose si reirme o llorar,NEU
"Puedo estar rq, q me tira dos tw y me re puede d nuevo",NEU
"Nose no cuantas veces me caí este año, pero me caí literal! Bueno, metafóricamente también",N
@florguedes24 todo en un solo día é foda pero ta sabelo tamo ahí gracias por todo,P
@robert1891_ nada q vuelve el clasico muy pronto noseq wevitar ruidos molestos pero no dijeron mas nada,N
@Cronistacom ESCRITO de él para estos días 2Tes:2:9)con GRAN PODER y señales y prodicios mentirosos( ILISIONES fornicarias Ap:18,NEU
"@elsharpo @Bambino627 creo lo mismo . Ojo igual respeto, incluso comparto algunos valores. Pero gracias a dios, SOY ATEO",NEU
@selodedicoaella Cele me ayudarías dando RT a mi twit fijado ? Por favor es muy importante Yo ya te ayude,NEU
"@cuervotinelli @demianchildemb1 Un solo corazón !!. Te amo Viejo :*, que descanses, me fui a dormir... Me gustaría soñar con vos",P
"Curioso. Entre ""a mi nadie me pautea"" y ""me entere por la prensa"", ahora queremos un periodista lider de opinion presidente. Genial",N
"Uhhh, no me había dado cuenta de la hora tremenda que se hizo. Habrá que despedirse hasta mañana... o hasta algunas horas, je.",NEU
"Ah 8 Personas Le Pregunte Que Me Hagan El 2 No iban a pasar mas de 1 hora y media pero Ta Nadie ""Puede""",N
"@DrLMelchor Muy bueno lo de ""... y creemos una Real Sociedad de Cientificos... Bueno, o Real o no!"". Muy de acuerdo con lo que dices",P
"@GScharrua ¿Y tu? ¿Contame que les dan a las focas en el zoo? jaaja Gracias por hacerme reir gratis, TODO LO DEMÁS TU GOBIERNO LO COBRA",N
@TipicaLoca que lindo ! en casa entró uno y no podía salir y se dio contra un vidrio y lo agarre para sacarlo y son super suavesitos,P
@Exidax no seas tan bueno,NEU
los argentinos son re lindos todos,P
"se vienen los findes largos sin Nacional,",NEU
@Jime_Rodriguez6 estudie con quien estudie es estudiar igual,NEU
Quería un juguito y no puedo por el colorante,N
@mariapiasilva12 pasaste con 11 be happy jajaj felicitaciones te amo,P
"Lo ame a Carlos x ir fuerte, muy fuerte en moto.",P
"@aldanaperezz Tengo ganas de salir a caminar, quiero verlas las extraño ajajjajajaja",P
Buen día!!!..toda hecha mierda gripe maldita pero..bañito y a trabajar se a dicho..,NEU
Estoy aburrida de siempre el mismo tema todos los días y siempre lo mismo,N
"@underpoch @10_nov @nuligesta @LuJVS La rubia es una vieja teñida, farandulera pero tiene la tarasca",NEU
estoy por terminar la segunda temporada de aliados y después no se que voy a ver,NEU
@gracma hola nena tanto tiempo .como has estado?te cuento ? yo mas feliz no puedo estar hoy,P
@elsamariadelca1 ESCRITO de él para estos días 2Tes:2:9)con GRAN PODER y señales y prodicios mentirosos( ILISIONES fornicarias Ap:18,N
@LilianBertrand @sergiouy125 @jdelossantos201 nooooo obvio yo tampoco nunca jamasssss x eso me lo pregunto quienes fueron? Pero van 3gob,NEU
"@lizytagliani hace dos minutos te vi ,a vos y tu bailarin hacer el aguadance Felicitaciones son lo mas ,segui asi",P
Me hace muy feliz ayudar Y mas si son Caelikers de uruguay porque hay dos que yo conozca @CaeliUru y yo,P
jajaj hoy no fui a clases porque tuve vacaciones jjaja soy el propio jajaj tengo examen en 20 dias ajaja yatu ay,NEU
"Los/as uruguayos/as son muy amables. Nadie ha intentado echarme el auto encima en los ceda el paso, al contrario, lo ceden sin problema",P
"@visigoten el folio lo tenía en cosas de su oficina mi padre, se jubiló y di con el. vi si quién es coordinador general!!",NEU
"@Enana1515 Lo se,pero ahora entiendo lo que es querer y no ser querida,yo se que voy a superarlo y estar bien,mientras nunca me dejes vos",NEU
"Hoy se intento hablar de cannabis en Esta boca es mía y fue algo incómodo, hubo q elicarle a una chica trans cómo discrimina a usuarios",N
@sebtsb ay seb como haces para usar zapatos sin medias otzea a mi me lastiman todo arriba de él talón btw esos son los Adidas que quiero.,NEU
que contracturado tengo el cuello,N
@Silperpetua que lindo no? Buen dia,P
@VickyDut @LIMITEUruguay @lauralomando Obvio!!!! Cuando quieran estoy,P
"El Cappelli vuelve cuando yo me voy, maldito",N
"@DonVascolet hermosa edad ,espero este disfrutando y traiga fotos",P
"@GiuliJs7 camara del orto esa, yo solo queria un icon",N
@dalasito2003 pero estaba en youtube igual twitch se me tranca todo,N
@Ximena_Miami @ximenaduque Se Nota que la queres Mucho al igual q yo,P
"@elsueco76 @Bassorelli @LuchoVezzoso @ALEJANDROGONZ37 @alededecanocom @DanieldeLocos @AlvaroLevrero yo no puedo, no estoy registrada",NEU
No voy a poder ir al concierto igual ya estoy acostumbrada a las desilusiones,N
"@Niaso01 @LuisSuarez9 @neymarjr El fútbol es hermoso, y más cdo se juntan talentos como éstos.",P
es re gracioso como encuentro ARMYS en todos lados. levanto una piedra y salen 10 armys,NEU
Juro que pienso que Glenn sigue vivo como aquella vez y que el y Abraham estan bien,P
Uno se levanta para jugar al fútbol y la gente va por la calle disfrazada saliendo del boliche,NEU
"Piensa en grande y tus hechos crecerán, Piensa que puedes y podrás. Todo esta en el estado mental. #BuenFinDeSemana",P
"@Valezka38 dolor sería ser chileno, la mugre de América. Chupapijas de los ingleses y del pinocho. Cero copa mundial. Saluditos.",N
"Espero que @Uber_UY no me pida que la borre y la agregue de nuevo, son demasiados números para escribirlos de nuevo",N
@AndreaLuzuriaga me rompisteS el corazón! es una discusión ardua la del horario; no podés acomodar para entrar a las 11 algunos días?,N
"@cuervotinelli Buen día Papá !! , recién me levante...  QUE VERGÜENZA POR DIO!! Onda @charlotte_chc TREMENDO , me voy hacer un café...",N
@susanagkp Leí coment de gte q no entendió nada el sentido de estas elecciones y sólo suelta veneno sin detenerse a analizar nada. Agotan,N
El tiempo está conspirando para que yo no engorde! Es la segunda vez que se larga la lluvia cuando voy saliendo a comprarme bruto postre,NEU
Todo depende de ti. La ayuda es buena Pero todo lo que pasa y va a pasar en tu vida va a depender únicamente de vos,P
@2891891cap me qedo en lo de joaco tengo q agitarlo para ir algo difícil q vaya y q me deje ir sola menos asi q no se,NEU
Me duelen horrible los pies,N
El ingenio yorugua... Me divierto mucho.,P
@BrunaSosa7 Te Extrañoo y muchooo vuelveeee yaaa,N
Feliz cumpleaños botija! @latiajulia_ bienvenida a los 30's!,P
"@DanielP75949320 muchas gracias Dani, de verdad, sos el mejor!",P
"@elojodeava hay escabio gratis, pero igual dudo, es duro marchar...",NEU
ay no hablen que el año que viene termino la secundaria,NEU
Estoy aburrida ... Y nadie esta conectado Bueno CE siempre esta conectad@,NEU
No agarro unas pairas hace mas de una semana mi melodica mucho menos,N
"@Andresdarmas2 jeje si podes, como uno de los cupos de menores que se permiten",NEU
Lo que una hace de noche aburrida y muerta de calor... 100% real no fake,N
"Qué ganas de joder Fidel, si ya teníamos el programa del martes todo armadito! cc: @Tedigolaotra",N
"Bueno, ya me cansé de poner en su lugar a esos muertos chilenos. Será hasta mañana, amigos",N
"Esta es mi nueva cuenta ,si quieren seguir me vallan ... PD:No quiero personas enojadas o bloqueos ,gracias",NEU
.@PedroBordaberry El Senador itinerante... hay que darle una medalla a su médico personal; no cualquier octogenario aguanta ese trote,N
Un abrazo a tu viejo y decile que en 2017 esta la esperanza de ver a Alonso pelear adelante @ValenSellanes,P
@ABossus @cuervotinelli es que yo pensé que me querían y estaba muy feliz por eso... SE ME AMARGO EL VIERNES !!...,N
"se me borró todo lo de la tarjeta de memoria, toy por caer en depresión miles de fotos maso, la puta madreeeeee",N
"Vivimos en una sociedad donde mentir se volvió rutina, traicionar en monotonía y ser hipócrita es la ropa de hoy en día. #buendescanso",N
Mi novia me compro un pajarito hermoso y cómo está en cautiverio se loq sido ella en la casa no me lo deja cuidar,NEU
Informatica (computación) - 8 No se porque tengo esa nota si yo lo único que hago es entrar a hangouts y chatear con gente rara,NEU
Hoy es el cumpleaños de mi mamá y estoy con un sentimiento encontrado de querer ir corriendo a abrazarla y comer rico y reírnos all day.,P
bien @PlazaColonia ! no ganaron y no perdieron x goleada en los 90 y ganaron por penales ! no era lo q quería pero bien x ustedes,P
Yo queria ta cabron tambien,NEU
Estoy triste y no se xq,N
"@armadacolombia Increibles fotos, muy lindas la verdad!!",P
Todo mi inicio es hablando de Animales Fantásticos,NEU
@karentodoroff Sí Los mejores libros para los mejores lectores.,P
feliz pq me tocó ventanilla y el asiento esta roto,N
@matiasrivero21 Matíasss...empezó la tormentaaa!! Truenos y llovizna ...ayer sismo....QUIERO SALIR CORRIENNNDDDOOO!!,N
@andresantoniuk @LaPasiva lindo loop-hole para forzar efectivo sin ser sancionados Hats off.,NEU
@EcoFeminita gracias! Estoy encantada con la web. A ver si coordinamos una nota.,P
Corte pienso y me imagino estar ahí y faaa que mierda locooo .. #FuerzaChapecoense,N
Feo mismo es dejar de hablar con aquella persona q pasabas día y noche hablando,N
@federicod @diego_vallarino Ud. vaya a lo tecnológico que es lo suyo Dejá el vino para mí...,NEU
"@mechibasso ¡Ugh! Eso fue un golpe bajo. Nunca visto, nunca visto... no... excepcional, único, original, exclusivo... @MHackem",NEU
"@xkidas @NCouto2000 @GonzaloCelis Bicampeón? una copa comprada de local, otra inventada x la fifa conmebol. Saludos a Jadue.",N
@joacobolso y lo peor es que con los republicanos en el gobierno de EEUU el futuro está jodido mismo,N
@pepi_goncalvez @Camilo99fuegos Pepi! Me encantó la Sonora 99 Fuegos! Esperemos volver pronto. Un abrazo grande para ti y gracias !,P
"Quien no llama a #Fidel como #Dictador. Quien justifica SU DICTADURA ¿luego habla de: Democracia, DDHH y libertades? Dan vergüenza ajena",N
" Nunca digas de esta agua no beberé, porque el camino es largo y te puede dar sed  buen descanso Byeee",NEU
"@andreacarcamo7 solo vi hasta los primeros caps de esa temporada y me re decepcionó, tan buena que era la serie y la aburrieron",N
"@cedrezzz no creo que sea posible, los horarios de mañana me mataron, tengo que salir de una cancha a la otra y luego gpc",N
"Bnas tardes/ noches a todos, mis amigos! Otro partido de la celeste q me pierdo x el trabajo. Espero q esta vez tengamos mejor result!",NEU
@htgawmurphy no vi el nuevo cap y no lo voy a hacer hasta que digan que caleb está en al menoS UN CAP de la s2,N
@Adri_tranqui si ? jaja muy bueno ! miré mucha tele y me vi muchas series las veíamos con mi viejo aún lo hacemos de vez en cuando,P
Estoy feliz xq esta lloviendo,P
"Hoy la luna esta hermosa ,plena",P
Lo gracioso es que esto es real,NEU
"Paaah, extrañaba tanto a Ezee... Estaba re perdido.",P
@steinpipe @elgaita @mmacri1 @MarioVa52 Juntos y Rodeados de campanas,NEU
@ColifaBack @crisacmol @UrtubeyJM @JCanoOK esta ocupado con su flamante casamiento,NEU
@ciudad_com @MarceloPolino @pampitaoficial @AngeldebritoOk @valientesoledad Todos intoxicados por envenenamiento jajjajajja !!!!!!,N
"Se Viene Tiempos Dificiles , Pero Me La Voy A Bancar Piola",NEU
Meeee encanta saber que mañana tengo toda la mañana la casa sola Jee,P
Está la gente viajada y la gente que jura viajada alejense de los segundos,N
"@DivergentofCari Hola, cómo estas?.. El segundo trailer se espera para diciembre... Al parecer falta poquito.",NEU
@larunego @DestacadosUY ¡¡Qué bueno!! Su trabajo es increíble y esperamos reciba mucho apoyo. Nosotros esperamos sorprenderla,P
"@xkidas @diegodechena Te voy a liberar de mí, así dejás de lloriquear y protestar, chilena huevona. Chauuu",N
"@MHackem @mechibasso Tampoco es para tanto, vienen en pack de 2X1 con vaso incluido y es más costo-efectivo",P
Siento que algo malo va a pasar o paso..ahí que instinto de mierda..que se apague que quiero intentar dormir,N
Estaría muy bueno saber que pide la gente para navidad..!! jajaja el mio cumplir mis sueños y avanzar cada ve…,P
"La tía se levanto y me dijo "" madrugastes o te caistes de la cama?"" Y ni si quiera e dormido",NEU
"@ximepa95 que legal me alegro mucho gorda perro o perra? Tenés q ver el propio nombre y ta , me alegro meu",P
"@soyvedito soy una mierda egocentrista, sin rumbo fijo en la vida, que no merece mucho o casi nada... etc... ufff sono bien desahogarse",N
Cuando la comunidad del lol es una mierda  Pero la de Pokémon es buenísima Pero salió Pokémon GO y ahora son todos possers,N
@TipicaLoca yo no me pierdo nadita ! ahora es formal ! en la mañana veo todo del cel pero no contesto ni subo nada !,NEU
"@AYATOlSMINE @LEVIFANCY Es un header de arctic monkeys pero está re bueno el icon, lo hice hace como 3 años, lo uso desde el año pasado",P
@VirginiaBfo en ese baile conocí a mi ex y esa fue mi ruina ! y trabajé en un baile muy bueno desde los 21 a los 28,N
Contestame cuando te pinte total,N
@DianiDeMG ¡Qué bueno! Esas sorpresas emocionan,P
Bueno a comer algo y a dormir,NEU
Te desearía lo mejor pero ya lo tuviste,NEU
"@lamascarada @cuervotinelli tal cuál :/, No seas malo Papá...",N
@Flopi_Soberon lo mejor es ni aparecer por el tl señora,N
@pr0duc3r ¿Podrías enviarnos tu mail de usuario por MD? Muchas gracias.,NEU
Por qué ya no aparece cuando le doy like a un video,NEU
"@cuervotinelli Que descanses Papá de mi corazón!!, siempre es lindo verte  ...",P
"Literalmente estoy destruida ,perdón no hacer YouNow Es que realmente me siento súper mal.",N
Se fue Charlotte no miro mas ese programa era por la única que miraba showmatch,N
"@cuervotinelli se le caen los dientes al Payaso Bobito :/, PAPÁ VENI TENGO MIEDO ... !!",N
"@sebacancinos Perfecto, muchas gracias por dar el aviso. Vamos a consultar con el equipo de tecnología. Saludos",P
"yo no puedo tener rulos ni con las cremas esas, pero me las pongo porque tienen rico olor",NEU
"Holaaaaa chicos, volvi como estan¿ yo bien aca en mi querido hogar ABURRIDA y ustedes que hacen¿,cuenten chiquilines jaja",NEU
@Agronegocios_Uy paisajes lunares o marcianos rumbo a #Flores #Trinidad desde #Soriano por la #Ruta14. No se de que nos quejamos,NEU
