text,sentiment
MAPEO DE PROCESOS!!!! PMBOK ya falta poco... Pronto a vente,NEU
@discolocontilde tanto así? en claro no hay cobertura por mi casa,N
"Ahora sí conejito, llámala y mándala a la mierda de mi parte",N
El tiempo de Dios es siempre correcto; espera con paciencia que Él actúe.,NEU
¿Habrá algo peor que no traer los audífonos a la chamba? Estoy muriendo lentamente,N
"Se acaba un buen año, y va empezar uno mejor, siempre con la.bendición de Dios",P
"Maldito maduro mil veces, por su culpa tuve que salir del país y alejarme de ella",N
"#2017prometoque recuperare estado fisico, seguire amando y respetando a mi @_adrianaquevedo y veere todos los dias @CombinadoPTV",NEU
"@JulyyH18 Bye amigaa pásala bonito y aprende mucho para que de ahí me enseñes jajajaja, espero verte prontito",NEU
"Mis amigas me preguntaban ¿que te pasa? Y yo les decía estoy re dormida ,SIN DUDAS NECESITABA UN DESPERTADOR",NEU
"Hoy tocan los Fabulosos Cadillacs, SUM 41, Papa Roach, Gondwana, Simple Plan y como 20 bandas masny no estoy ahi",NEU
"Todo el dia esperando llegar a casa y comer helado casero, pata encontrarme sin luz y el helado hecho agua putamadreeeeeee",N
"5 días seguidos en el cine, un día de descanso para ver a mis perritas y luego otro día más de cine",NEU
@AnimeMariana jajaa Pos yo igual queria verte cantar!!! :'''v Hubiera estado lindo. Pero pos creo que lo de 50 cosas seria algo genial,P
"Solo tengo que decir estés dónde estés, estés con quién estés, aún te extraño... extraño que me revientes el hígado, oh, pisco amigo mío.",NEU
"@emarlyworld feliz sabado para ti tbm,a los tiempos entro al twitter y es agradable que a la primera persona que vea, sea a ti !!!",P
@danielperedo17 39 goles en 2016 y va al fútbol peruano? Será su video? No vaya hacer que sea igual que de cuto Guadalupe y Esidio jeje,N
Buena Galdos y eso q la conoces y te cae bien cuando se dara cuenta la flaca por su bien sin joda q va por mal camino,NEU
Bueno pues ya decidí que iré a Meneo para Halloween y me invitan al día siguiente a 3 master class en el gimnasio a partir de 10 am,NEU
Todos sufriendo por el vivoxelron,N
@The_SoulOfLion Hoy no esta juaneco creo,NEU
@chifaentiffanys no soy emo!!!! … feliz año!!,NEU
Es criminal que me hagan caminar tanto hoy,N
Hoy pasaremos una hermosa tarde con ellos #ShowNavidad #CasaHogarMamáVictoria,P
Lo que me recuerda que @edvergaray me criticará de seguro,NEU
"@Madame36 Martita mi pueblo es impredecible, coma sopa seca con carapulcra",NEU
"Voy a cambiar mi vida, dejaré de salir por un buen tiempo",NEU
"@cachetotesrosa pero tranquila, me metió al poro no a donde piensas *maldito corrector*",NEU
@MemesDelPeru tal cual csm @ClaroPeru hazte una y alarga la vigencia del 4G ilimitado,NEU
@NoraArcila khaaaa? Ese concierto ha sido más publicitado que la campaña de Keiko... pero... pobreza,NEU
@ConsejodePata lcp te da solo una galleta rellenita de 30 céntimos y un vasito de cifrut,N
"Siempre he pensado que las cosas pasan por algo y bueno, pasó. Volvió. Hagamos ese regreso magnífico",NEU
"@Jimmyenlanada @RobustControl @lito0404 y bueno si me olvido de alguien pues lo lamento, soy mal amigo. Feliz noche.",NEU
Y ya no sé si soy Kaf o la mujer llena de puntos rojos Esto ya no me gusta,N
@joannabolona que paso? también?... vao a jugar FIFA15 en play 3.. con unas coronas!... hahaha! se vienen mejores días! saludos!,P
"@JEESrcismo por eso mismo. Yo no veo la diferencia en una supuesta ""vida sana"" impulsada por el veganismo y el resto",NEU
"Uy el trío del masajeo prostatico mutuo se está muy calladito, seguro que estarán botando todo lo relacionado con el jueguico ese.",NEU
"La tierra del olvido es una bonita canción, pero cuando la pienso Iquitos sería la tierra olvidada porque seguimos tantos años hasta las",N
"@adorkblelaura Ross gano, laura no, a&amp;a no Laia presento un premio, hay una foto de ross y laura. las huevonas del fandom hacen bardo",NEU
"Voy o no voy!!! estresado pero feliz con tu amor,un amor verdadero sincero y no convenido m siento amado x quien soy no x conveniencia",NEU
Ya ni voy a hacer bromas weon porque si yo hubiese leído eso durante la salida de Zayn me hubiese empezado llorado y todo que triste,NEU
@YamileUc pos yo no sabia pensamos que ya se habían ido pero luis vio el mensaje y corrio jaja y yo ni podia seguirle el paso ja,NEU
"Toda historia de amor tiene un final feliz, si no eres feliz en este momento debe ser porque no era amor o porque aún no es el final",NEU
@davidernestoz yo te veo bonito,P
Hasta las últimas consecuecias #Abrahamers #Lealtad,NEU
Otra navidad más sin ti mamita maria,NEU
@lizdanielalina1 solo rt #QueremosERDLalas930pm no des corazón plis,NEU
@PaIestina @CDPalestinoSADP @arayamas @mauroabughosh @palestinalibre quiero un polo así,NEU
"Terminarán odiándome, como casi todos los padres que me conocen",N
@5nfidente No. Era sad y soy bien marica con esas cosas.,N
Solo que me inviten un almuerzito o dos que me quedo misia,NEU
@elrifle @JessicaSolano la costra me da cosas. Pero qué lindo por la enfermerita.,N
@Danaloby Gente como tu mediocres y matoncitos. Que se puede esperar de los fujiratas.,N
2 meses que parecen una eternidad. no sabes como me haces falta mi querida abuelita,NEU
"@cachetotesrosa ahora ya estoy un mejor, pero tendré que regresar a la clinica en la semana",NEU
"Antes de dormir quiero decir que fue una Navidad muy pero muy linda, estoy feliz. Buenas noches",P
cuando estás conversando de la más tranquila y te hacen recordar que mataron al perro de majin boo,NEU
"Amigos, mi pavo huele buenazo. Y si se lo estan preguntando. Sí. Es la 1ra vez que lo hacemos.",P
Es grandioso conocer a personas maravillosas como ustedes @lasabesaba @vanessasaba75 se quedan en el corazón de las que las conocen.,P
@umbral2005 si pero la verdad que función de chistes del que chancó a mi familiar no creo que haga mucha gracia.,N
"@JayroCerasuolo oh no te la debo negrito, lo lamento, prometo ir al próximo kaos ir desde las 8 pm y guardarte cola",NEU
"@elmejorerico @silva_alvan @meiermq si los Ramirez dicen q son honrados,becerril q es buen padre,Chacón q sí tiene educ.X q no me crees ?",NEU
Es una lástima que todos los estrenos de Star Wars los voy a terminar relacionando con el fin de Penta Runners. Fue muy sorpresivo,N
"La gente coreando en Río ""ole ole ole ole, delpo! Delpo!"" Eres local @delpotrojuan, saca ventaja de eso y da lo mejor. Pero ojalá pierdas",NEU
"Si es que llego a tener hijos no les pondré nombres difíciles de escribir ni de pronunciar, para que no los molesten como a mí jaja",NEU
-Amor 1:02 : Acabo de ver a mi hermana con su pretendiente -Camila Díaz 1:03 : uyyy no te exhaltes es normal jaja -Amor 1:04:Casi le pego,NEU
"Se suspendió por fuerza mayor mi show en la mina, y ahora qué hago justo el 28 ya se iré al cambio de mando y haré de Ollanta",NEU
Ya estuviera re descontrolado jajajajja,NEU
Que vuelvan peluchin y gigi urgente,NEU
Él es un claro ejemplo de pendejo.,N
"Decepcionado , este dolor ya lo tengo acostumbrado",N
"Como cuando te sientes fea, gorda y sin plata",N
"@rojozapatito despídete de todos, deséales feliz año y bye bye",NEU
@FotoCalato @cinencuentro gracias por apoyar al cine hecho en las regiones,NEU
"Despues de muchos años, pudimos reir por un buen par de horas..",NEU
"#AsíMeDuela , tendre que comer el pavo , aunque en verano este gordita",NEU
"-hola, quiero pagar la renovación del dni. -el azul? -si jajaja Alto martes señoreeessss!",NEU
Lo único malo de salir sin maquillaje es que no te mancho con mi labial,N
"Alucina. De todos modos, no arruinará mi linda noche buena, a lado de mi fam. @Elicrema",NEU
#UnLugarEnMiMesa A todas las personas que fueron el mejor respaldo este 2016 Sobre Todo A Ti AMOR,NEU
"Estomago perdón por las mariposas Almohada perdón por las lagrimas Corazón perdón por las lagrimas Cerebro, tenias razón",N
@74evmm callate que esos son mis descargues en la choza jajajaja y aun tienen que esperar otro poquito mas,NEU
"Y pensar que luego de tantos años siempre ha habido una persona que ha pensado igual que yo, la única",NEU
@InvictosSomos fuera del típico saludo navideño tengo una duda: pasan Navidad juntos o cada uno con su familia? Saludos desde Lima,NEU
Todo sacrificio tiene su recompensa Este mes me toco estar apretada de dinero pero todo sea por mi salud Llegaran tiempos mejores,NEU
"Agradece todo, cada momento, cada situación, sea positiva o negativa, ya que la positiva nos hace felices y la negativa nos hace sabios",NEU
"Mi usb de mierda está malogrado y se me borró TODA MI PUTA INFO de eeggll ensayo de argu, monografia de investiga, los extrañaré",N
"Creo que es la primera vez que no me deprimo por la fecha de mi cumple, esta vez la preocupación por mi sustenta le ganó",N
"@hectorandres8 si, parezco niño que cuando sale a la calle todo quiere, y pues me la paso comiendo (flaco no, en vivo se nota mi panza)",NEU
"No, no soy pilato me refiero a que siempre ando con mis toallas humedad o yo siento que por mis manos la energía positiva entra a mi",NEU
"Que haya una planta de tamarindo afuera de la que posiblemente va a ser la casa en la que vivas de vez en cuando, es una buena señal",P
@musadorada jajaja si claro normal,NEU
Cinco años no son en vano,NEU
@hebelcm Jajajaja te haré escuchar mejores frases,P
"Al final, siempre me quedo sola en casa",NEU
"Hago un favor y me reclaman y quejan, clásico",N
#SOOMPIAWARDS #TeamE que al menos no bajen del tercer lugar,NEU
"@AggroQueenFay Solo fui a una de sus presentaciones 30 minutos, comprendeme",NEU
Imposible no subir de peso aquí ( Chiclayo y sus comidas ),NEU
@catiquinto feliz dia de los inocentes... por otro lado tienes tiempo pa salir,NEU
"Amigos, acabo de comer relleno es la cosa más deliciosa del mundo mundial ️️️️",P
"@AlvaroThais @Angelpaezs por eso la pregunta es válida... aunque Fuji nos diga ""yuca pa' ti""",NEU
"@marialeege en inter encuentras de todas las formas, pon piscinas empotradas u enterradas y ya está",P
Daniel dice por qué aquí hay esa lluvia así tan fuerte? En lima solo caen gotitas JAJAJAJAJAJAJA,NEU
"@val05r acá tienes un excelente abogado Dr Zamorano a sus servicios para el 3, ya que pagan viernes",NEU
"Y los tres reyes magos llegaron con oro,incienso y mirra Melchoro Alan, Toledo vastadehuasquear y Ollanta nadinevagastar, de odebrechlen",N
"Aunque no me crean, yo quiero mucho a @zorrodeabajo y a @unaese. Como diría mi abuela, los montones amontonados. creanmee",NEU
"Sanguchitos, cafecito calientito y maraton de peliculitas de #Saw... Yo tambien me llamo Perú. Asi o mas tranqui??? Dulce o Truco???",NEU
Estoy en esa delgada línea entre jugar un duelo de cartas Yu gi oh en playstation o planchar mi ropa de mañana,NEU
No sé si soy exagerada.. no es el fin del mundo pero yo necesito un trago para pasar todo esto. Necesito estar tranquila,NEU
"@DiceDiego1 @LopRock Ohhh ño ño ño ... Es el costo de trabajar estable. Pre quema? Jajajaja yara, me apunto para la quema más seguro",NEU
JUAS ahora dicen que la paja se la van a hacer con Tracer y su novia. Porque siempre se puede caer más bajo aún ¿no?,NEU
"People be like ""Rojo terruco! Con el terrorismo no se negocia... a menos que se les venda armas, si se les vende armas todo bien "".",NEU
No te diré porque duele tanto sé que no quieres saber lo que pienso ni lo que diré ni mis motivos Tu eres realmente bueno para mi,NEU
un saludo pa mi brrother crithian de la cruz q conoci en smp el esta recluido en penal no si de lima o provincia buen tipo el muchacho..,NEU
Tumbes me trae buenos recuerdos,P
La luna de nuevo #cielodespejado #smp,NEU
Estamos en #RealPlazaPucallpa junto a @jazminpinedo #FelizmenteEsNavidad,NEU
Mañana es año nuevo y yo sin planes,NEU
No es posible que justo hoy me sienta enferma.,N
@Joustinrs asi es la vida del adulto hermanito buenas vibras,NEU
@ilazo @lorenadcw no tengo catálogo de modelos de polvos azules amiga,NEU
He subido 3 kilos OMG !!!! Son los resultados de la navidad,N
"@Pontifex_es feliz cumpleaños, Su Santidad!.. Un saludo desde Perú. Esperamos su pronta visita!..",P
"@Debbiesape Falta que te acostumbres más seguro p, salir de día es un suicidio",N
Q reviente es ese #Dmitri A mal tiempo Buena cara Lo q hace la felicidad,P
"Un 'te quiero preciso y sincero, qué más para decir que el año no termina mal",P
@blueHyoMi i lleva mucho sin actualizar? ahora sucede que me enamoro del fic y lo dejan abandonado,NEU
"#PapáNoelYoQuiero que regrese, pasar los ciclos, y lo más importante, dinero pls ya mucho me enseñas la humildad",NEU
Lo bueno de esta Navidad es que la pase junto a JC y mi mamá lo conoció en persona,P
me siento orgullosa de ser tu fan @selenagomez desde hace muchos años ...ese speach lo dijo todo te sigo admirando,P
"Ojalá que al chico de lado, que acaba de salir de una entrevista, lo llamen sería un buen regalo de Navidad",NEU
A veces me gustaría que a novia le gustara Disney tanto como a mi. Salen nuevas pelis o avances y necesito fangirlear,NEU
"No tener sueño e ir a molestar a mis hermanas a su cuarto. Hoy nos quedamos hablando hasta el amanecer, ya la vi",N
"Cada vez que escucho ""Instituciones"" de Sui Generis se me escarapela la piel por lo hermosa que es y también me acuerdo de ti",P
@vanessasaba75 buen duo con Manolo B. En cuatro linda cancion. . como tantas de mar de copas q estan en el soundtrack de mi vida.,P
@highoncrackyeol Oh ya bloqueé ese número fácil son marcas porque me dijeron algo de que debía una cuenta de más de 3k$ en el banco wtf,NEU
y ale le dijo otra vez que estaban ocupados pero más calmada y recién lo capto y se fue. Al final nadie se sentó en esos sitios,NEU
"Un chico de mi universidad se me acercó y me dijo tienes unos ojos y unas pestañas bien bonitas, solo atine a decir gracias y me fui rojo",NEU
@Huargo1 me regalaron la mediana,NEU
Extraño tener a mis padres juntos,NEU
@Kyarahidalgo la triste historia de mi vida,N
no puedo dejar de escuchar wham! alguien ayúdeme,NEU
Si pues; el daño me lo hago yo mismo,NEU
"@IkebanaBlossom Yo, he probado con pisco, y buenazo tmb, ah.",P
Y si vieras todas las heridas internas quizás entonces me entiendas,NEU
me olvide de un pequeño detalle y ahora debo ir a Wong,NEU
Ustedes siempre han sido lo más bonito de mi año. Anita y Amaya,P
"El era como un profe de ingles gratis para mi , noooooo #VideoMTV2016 @AbrahamMateoMus",NEU
La ptm no supero lo de ayer Mi año nuevo se fue a la mrd,N
1er día del 2017 entrenando... Este horario es de ptm lamentablmente sólo es una ilusión #bodytech,NEU
"@wendyriveran1 jaja tienes talento para componer canciones eh si terminas la letra me la pasas,me gustaría escucharla",P
"@drhuerta dr que tratamiento,medicina natural..para las alergias como al aire acondionado, o agentes de este tipo..es una pesadilla",N
"Hoy no es un día cualquiera, hoy cumplo 2 años con la mejor persona que la vida pudo darme.",P
Eso de que vas al cine y tienes la mala suerte de ver a un ex con una tipa horrorosa!,NEU
#MiCabalaEs la de mi hno siempre fue correr la primer ola del año para pedirle a Lemanjá olas todo el año,NEU
"Yo pensaba que el descanso también iba a ser para el fandom, PERO NO! nosotras nunca descansamos Re100 robado #VideoMTV2016 Niall Horan",NEU
a mi mejor amiga no le gusta el ceviche ni los makis y me siento frustrada porque no podemos ser BUENAS mejores amigas,N
"Fue muy bonito postular para el CEUP, hacer cosas que nunca pensé que podía en cortísimo tiempo, de hecho me enseñó a organizarme. #feliz",P
"voy a salir a comprar mayolicas y acabados a habich, veamos q sucede en el camino, la gente buena celulares prendidos porfavor, 3, 2 ,1",NEU
Hoy estaré en @RadioLaZonaFM en zona de Humor ups! De Amor 90.5 Fm solo para desearles Feliz Navidad y si quieren les doy una noche buena,NEU
Siempre ando metida en google buscando imágenes lindas  si me encanta. de lo que sea me gustaría que sean solo para mi pero no se puede,NEU
"Por rockear como loco ayer , quedé con la garganta mal y la nuca adolorida , a pesar de ello el metal si q me logró desestrezar mucho",NEU
Necesito unas salchipapas ahora mismo,NEU
@VivianDeLaCruzz me pasa exactamente lo mismo,NEU
@AntuanetGalvez have fun Antu! Los mejores deseos,P
@NaomiViera1 yo no puedo ver su ig story,NEU
"Como te elicas algo que no viste venir, ¿Cómo?",NEU
Mi hermano está templadaso y se me hace tan lindo,P
Salí por fin!!!! Ahora a grabar y luego stand up #QuieroUnShilcano,NEU
"@JJNL21 siii a estar asustada, pero son horribles estos dolores ni modo",N
"@cantouchth no te disculpes por ser tú misma, eso está genial, en serio",NEU
@ivonnearce_ y yo a Joel solo lo vi 3 segundos y ni foto tengo,NEU
"Sí, ya tomé un decisión y sé que teníamos planes pero mi futuro es primero",NEU
Pero tambien ha sido el año en el cual mas he viajado y conocido personas excelentes,P
"@moniescat @empercutio si, desde aqui se te vé La Fosa de las Bermudas, clarito y con vegetacion",NEU
@mrdanterossi báñate con agua fría para que la temperatura de tu cuerpo sea menor que la del ambiente,NEU
"Luego de hacerles recordar todos los bellos momentos que no volverán, me quede jataso ya desperté y sigo llorando",NEU
@bluesofu noup tu corazón es de oro ese no hay y aparte es único nunca podrían crear uno igual 🤷‍️,P
"#StarWars #RogueOne que buena película, nos pone de regreso en esa galaxia muy muy lejana, emocionante e intensa hasta el final.",P
"@JessicaaaFranco yeah! yo lo intente but se veia todo oscuro, luego me dasanimé je...pero estaría bien que todo el fandom lo haga",NEU
"@rossangelch Monsefuana, tienes que configurar eso. Jajajaja. No se puede vivir en paz con el carrete lleno de memes. Te daré los tips.",NEU
"Qué es el amor decían; pues la respuesta está a quien le preguntas. Todos aman, no con la misma intensidad ni las mismas cosas.",NEU
"Hoy mejoré un poquito, para alguien que no hace deporte hace como 1 año, hacer 4K luego de 1 semana de empezar esta bien creo.",P
"Salgo con el chinarrin,su flaca y mi mejor amiga a tomar por el centro y en vez de que mi amiga termine picada,yo termino bailando cumbia",NEU
"Siempre me han dicho que la relación que tengo con mi papá es muy bonita, es por que siempre solo nos hemos tenido el uno al otro",P
Si te doy sincero Quisiera salir de mi casa ! En búsqueda de la felicidad ! Y me refiero a buscarte ! Aunque no sepa do de estés,P
@yanac0895 recordando los viejos tiempos,NEU
Que lindo día el de hoy,P
Los veo muy felices???? Ya sepesaron? #LaVidaEsCruel,NEU
y pues bueno seguiremos mirando pelis de terror,NEU
#90FelizNavidad Saludos para todos en especial para mi familia,NEU
@ximealomia @RPPNoticias @Radio_Oxigeno la que acabo de poner es peor,N
"Somos los únicos webones que siguen trabajando, ya todos se fueron",N
te seguiría por twitter pero ya sería demasiado obvio mejor así queda,NEU
@lasabesaba una gran oportunidad para que disfrutemos (con @NaomiZamudio97 ) de su trabajo...,NEU
3 chifas el primero de enero del 2017 bye al cuerpo de 25 años,NEU
Lo bueno es que el próximo año todos los fanboys de Bombama desaparecerán para siempre.,NEU
"Tanto ritmo en el restaurant #DonMarcelo Si vienes a #Cusco, no olvides visitarlo @ Plaza de…",NEU
"No me puedo quedar dormida ni un ratito, porque para mi mamá ya estoy anémica de nuevo",N
"No quiero saber cómo quedaremos en la copa libertadores #futbol a prepararse bien, la plata no llega sola",NEU
"estoy viendo The Princess's Man, es uno de los pocos doramas que me ha dejado enganchada con la historia",P
"@rathaly Falleció el perro de mi amigo ""Pazuz"" por eso lo recuerdo así. No me tires un zapato. Estoy tristita.",N
Acabo de ver a Aldo en Plaza. Que churro es ese chico. Es lo único que voy a extrañar del trabajo,P
@DianaSanchez_04 igual Diana desearte una feliz navidad espero la pasé muy bien con la familia Dios te dé muchas bendiciones te amamos,NEU
".@mczorro es eso: para no pagar precios AB y luego quejarme de la mala proyección (de bodrios), siempre me queda elegir otras pantallas",N
@chepibolaa literal e de irme a la m* el asalto de hace un mes repercute en mi sueldo de esta quincena. odio todo csm.,N
"Empezó el tercer y último turno que acaba mańana a las 7 am. El ambiente está más caliente que semanás atrás. Bueno, es la primavera!",NEU
"@forceviciconte mica va a estar ne la 8g, porque sus palabras en ig me hace dudar, igual si sigue cbt peru y se queda alla mejor",N
"Sean las cuentas de Mc reales o no, no lo veo bien si quieren una cuenta consigan el dinero y cómprenla con su esfuerzo, no por rts",N
Si la ven díganle que se Pudraa por que si la veo yo le voy a gritar lo que la enfada PUTAAAA jajaja buenos mundo días amanecí Feliz,P
@mangoypalta abrazo sororoso nos encontraremos,P
"Desesperada estoy, trabajaré en cualquier cosa",N
@zinoscrew por que piscis al ultimo porq,N
"Ya déjalo, ya está muerto :v @AlanGarciaPeru @DiarioDeCurwen",NEU
@_josejones anturio! En el mercado de flores de Barranco,NEU
Y bueno las cosas llegan cuando no las dices..... recierto,NEU
Me sancocho csm si las van tendrían ventana todo seria mejor,N
El bolso que le he comprado está hermosooo! Me lo quiero quedar,P
"se acaba el 2016 y con él, el internet gratis de movistar 4G",N
Todo estaba bien hasta que me desilusionaron .....................me siento herida .......................que dolor ...... .....,N
@Laugamer721 Buenos Vídeos.Se que llegadas a los 1.000.000 de SUBS. Sigue haci y cuídate :v,P
"@JulianZucchi FELIZ CUMPLEAÑOS JULIAN Z ! q Dios te bendiga muchísimo, un fuerte abrazo desde Huacho",NEU
"@ele417 ahora si quiero llorar ya se terminó ahora sí la u, ya no hay tercera carrera",P
"Lo más probable es que le hable borracha en año nuevo, aprovechando que también es su cumpleaños. Ay",NEU
@jrojasnovoa eso mismo de hecho has logrado un montón porque valoras el esfuerzo y eso es más bien envidiable,P
"El tipo al que reemplazo se fue dejando todo el área lleno de problemas, encima llamo y apaga el celular",N
"Me dijiste que cuando te necesite ibas a estar ahí, que cuando esté triste tmb, en mis peores momentos, donde estás?",N
"@primerafuente1 q increíble, esas historias!!!siempre recibir los favores y sobre de un mismo lugar no? Dar el rhe a un único instituto.",P
"@Smilue TE AMOOOOOO CSM A LA FI,y la verdad que eres la única que soporto de las amigas de tú sabes quien jeje",P
"El dolor. Pude tener muchas definiciones, pero el dolor de una madre por la repentina partida de un hijo; es un dolor irreparable. #Dolor",N
@CaELiKe Y que es muy bueno que alguien hable sobre el tema porque muchos no lo hablan debido a que es un tema considerado Tabu.,NEU
Le digo a mi gordo que pensaba irme de rumba y que me cancelaron a última hora. Y me dice que tomará un taxi lo amo!,P
1 de diciembre y la gente tiene una sonrisa en la cara no se si es por el estrés del mes pero igual tienen una sonrisa. #felizdía,NEU
Hoy me vi con mi amigo y me dijo que le seguia gustando y con mi mirada el ya sabia q había caído en la friendzone HAHAHAHA sody,NEU
Siempre recordando buenos momentos #JSG,NEU
Fue un buen momento en familia,P
Hoy es el último taller de año,NEU
@chicoretraido Hay dos. Y el pròximo año megaplaza,NEU
"Por quedarme dormida, me perdí el feeling del momento",N
De mi balcón veo pasar pavos horneados y jóvenes horneándose,NEU
"Estoy seguro de que todo va a salir bien, suerte viejita",P
"@DraMonicaAF noooo, para nada, bueno fuera En serio? Cuanto le quieren cobrar?",NEU
"Y de pronto todo dejo de importarme, y sí, así estuve viviendo feliz",NEU
me llevo bien con los ex de @_adrianaquevedo jaja hasta jugamos pichangas @CombinadoPTV #yosupereamiex,NEU
La ex de mi hno es una hereje y comparte el meme profano de @jitanjafora_,N
"@barbaycanas es que ya no era necesario llamar ,ya sabiamos lo que espera ,la proxima sera",NEU
El verano pasado estaba ligerameeente más gordita y la ropa que compré ya no me queda igual,NEU
y el video de la campaña de este año del juego fue muy bueno pero no lo tengo,P
"@SoyUnaPolylla mmm. Es guapo, pero me quedo con el otro chibolo porque tiene cara de pastrulo (y es pastrulo).",P
"@GeMarines @FlacoRicardo19 que tal mama! Mi madre a veeeeeces cuando me ve cansada me prepara algo caliente, igual es linda",P
"Amiguitos, yo siempre hablo/escribo de la misma forma, soy bastante cariñoso ... no te estoy gileando, ni quiero algo contigo, sí?",NEU
"@ppkamigo Mis Felicitaciones para Usted Señor Presidente. Su mensaje fue muy bueno, firme y directo. Mi familia y yo le mandamos saludos!",P
"@IvettlyOficial Gracias a ti por todo, por el cariño que brindas a tus seguidores, por ser tan buena, por ser como eres simplemente.",P
"#ElRegaloQueNuncaLlegó fue el vaquero Wody y su caballo, los imprimi ise mi recortable pero no lo niego fui feliz con lo que me alcanzaba",P
"Al fin se inauguró el nuevo estacionamiento del parque Kennedy! Y será gratis hasta fin de año, habrá que ir a probarlo con la bici",P
"+Saliste ayer? -No, me quedé en casa. +Qué aburrido te has vuelto! -Eso no dices cuando llega la quincena y no tienes ni para el pasaje.",NEU
Bueno hoy fui a almorzar a Nanay con otras 3 dras xq la capacitación mal organizada no nos dió almuerzo y encima nos mandan a comer 2pm,N
"Este ciclo en la u, inventare un horario que los sábados tenga clase de 8 am a 10:30 así llegar 11 al todos los sábados al trabajo #chan",NEU
@AlvaroQGonz pero es verdah pe!,NEU
@YurikitoKSP lo haz asustado al pobre,N
@elhigadodmarita Feliz Navidad Marita... Un fuerte abrazo,NEU
Sacaron Gilda de cartelera Odio la cartelera peruana.,N
"Año nuevo ? Si? En mi cama, durmiendo .",NEU
"No puedo dormir, lo malo de dormir Por la tarde",N
Quiero comer algo rico pero no hay con quien salir #foreveralone,NEU
@camilacabello97 siempre junto a ti espero verte en peru denuevo como solista,P
"@skparedes @SheyJacobo y eso que es el primer dia , mañana con fe",NEU
"La única gran verdad, es que no terminas de conocer a las personas. #BuenDiaATodos",NEU
"Ay Dios he pecado, pero es que ese bikini estaba re lindo y necesitaba bronceador",NEU
"Amigos la depilación con hilo DUELE COMO MIERDA, soy demasiado marica para esas cosas de mujeres",N
Todos terminan aceptando que los mejores técnicos estuvieron del 2006 a 2011 la nueva ministra lo confirma,NEU
"Yo quería para navidad la jodida mascara de Buckethead, pero todos piensan que es un regalo de mrd",NEU
Despierta desde las 7 habiendo dormido a las 4 masomenos y esta vez Sofi no fue la responsable jajajaja,NEU
Me encanta estar de noche en la IC. Lo único malo es que no puedo salir cuando mis amigos salen,P
Ahora adelante va ser diferente y a mi modo ..voy ser muy fria ..hasta q te duela ..y te daras cuenta,NEU
