text,sentiment
"@odiomistweets No puede ser, eso me está pasando en estos momentos, hace rato estaba good happy y ahora solo i cry",N
Como cuando soy muy chineada y me traen almuerzo al trabajo  Gracias @Antrckstr,P
@zophiap vaya manera de despedir este año... pero en otros lugares su bienvenida fue fatal,NEU
De qué sirven los feriados si al final toca recuperar con horas extras,NEU
@mczorro @Carlos_Chavez Ya sabes cómo me siento cuando tengo que cruzar media ciudad para ver una película,N
"Sin duda, esta fue una noche buena, maravillosa. Compañía, comida y bebida, perfectas. Amo a mi familia.",P
"Nose no cuantas veces me caí este año, pero me caí literal! Bueno, metafóricamente también",N
El tiempo está conspirando para que yo no engorde! Es la segunda vez que se larga la lluvia cuando voy saliendo a comprarme bruto postre,NEU
@Phoenix2124 es genial. Tenés que ir. Merece estar en lista de lugares por conocer este año,P
"Como cuando duermo de día y de noche ando bien pilas, esto es fantástico",N
"Senasa NECESITA casas cuna, apúntense no hay suficiente presupuesto para todos los animalito afectados",NEU
"@txispitabi no te había reconocido en este perfil  El placer es mutuo, guapa!",P
"Son 8:26 y yo ya me estoy visualizando en mi cama durmiendo, cuando salga de trabajar",P
"@xkidas @bambootik @NCouto2000 @GonzaloCelis las tuyas ya se oxidarán, y no vas a ver nunca una siguiente.",N
"@IkebanaBlossom Yo, he probado con pisco, y buenazo tmb, ah.",P
ah bueno y no tengo dinero ,N
Ya decía yo que lo bueno me iba a llegar tarde o temprano  espero no poder equivocarme,P
hoy ha sido ver a un perro muerto en el anden izdo. de la autopista huelva-sevilla y entrarme toda la impotencia del mundo ,N
"@ItzeelF18 ¡Con mucho gusto! De entrada, por aquí los mejores deseos para el año que ya llega.",P
El ingenio yorugua... Me divierto mucho.,P
"@adorkblelaura Ross gano, laura no, a&amp;a no Laia presento un premio, hay una foto de ross y laura. las huevonas del fandom hacen bardo",NEU
@danimonti77 Que cabrito   y te quito años  @AngelBergada23 perdónale porque no sabe lo que dice... o si ? Abrazo a los dos ,N
"En mi cabeza, en mi cabeza vas dando vueltas! Estoy muy emocionado por algo GIGANTE que se me viene!!!!!!",P
@lenaychantelle Hola lenay porfiii mandame saludame en tu proximo video y mandame un besote enorme te lo agradeceria mucho lele,P
Ahora tengo que dormir llena de repelente,NEU
Porq hacen comida con mucho chile si saben que me enchilo devolada y no me gustan?,N
@OlgaMatilde lo bueno que los años se están yendo muy rápido y pronto vendrá el siguiente invierno,P
Es posible que hoy sea mi última noche con Koki (está terriblemente enfermo y ya está muy viejito) y no puedo dormir,N
@SinCosquillas urge empedar contigo bb,P
"@aurpcy YX no, él es tema aparte. Sólo me shippeo con jongdae je Y están próximos, creí eran del mismo signo, iba a shippearlos + hard",NEU
"@ATTMxAyuda @ATTMx Olvidenlo, Ya vi que si lo que quiero comprar cuesta $150,debo de tener más de esa cantidad en saldo, y no lo exacto",NEU
@landscps pues imaginate en una casa muy grande ,NEU
@luis_2lo cuaaaaal? Estoy en busca de una bonita pero nada me convence,NEU
@1maaariii1 Puebla es un caos aiudame,N
Como cuando no estoy acostumbrada a desayunar,N
Meeee encanta saber que mañana tengo toda la mañana la casa sola Jee,P
He confundido 'concreto' por 'contrato' y 'espacial' por 'especial' en menos de una semana. ¿Qué mierda me pasa?,NEU
@lirondos Ya lo tenía fichado y tengo ganas de darle uso  ¡¡Gracias!! ,P
"Ósea les juro por mi vida que estoy en el lugar más caro del mundo en el aereopuerto. 7.50 un café, 18.00 un Sandwich y 12.00 un batido",N
"@rafaMartos_ @IsraelGV2 cari pero ha sido la parte dance, después vendrá la parte vocal ",NEU
"Re extraño a Nicolas, hace semanas no lo veo",N
Lamentable informan que murió Gabriel Badilla. #RIPGladiador,N
"Amo mi carrera,pero aun no es fácil aguantar las decepciones que tengo que pasar antes de un ""si""",NEU
"@aimeraus @GLaveaga @debatelibros No, no sabía que existía, lo leeré ya acabaste el primero?",NEU
"@Phoenix2124 si si, prendieron fuego !! La única que me sabía la cantaron cuando estaba haciendo fila en el baño 1 gusto conocerte!!",P
odio la ubicación de tw porque yo la quiero dejar puesta pero cada vez que tuiteo me sale el nombre de mi pueblo y no quiero eso ,N
Risitas estás ahí ??? ...bueno no importa sólo pasaba a desearte buenas noches @soyalannavarro ...descansa,P
"Los miércoles son lindos, quedarme en casa hasta las 10am me parece un lujo",P
"@pwoblematique la edad jajaja ntc, pues no sé, supongo es normal digamos q me pasó igual pero con los videojuegos encontré mi máximo",P
Me hacen quedar como un zorro lpm pero todas las minas que me nombran están re buenas matense,N
@RAMMS09 amigo como estas ? Buenos días perdón ayer me fui a dormir,NEU
Un buen inicio de año #Playa #Sur #Familia #Bronceadita,P
@meel_solis estamos en la misma lucha,NEU
"@perroju666 Tenemos, pero (1) no dura nada, porque la carga es terrible y (2) reemplazar las baterías nos sale carísimo y nunca hay plata",N
"Y bueno, fue un año nuevo diferente. Pero se acabó y ahora toca volver a la realidad",NEU
Me faltan 50mil colones la única manera de hacer toda la entrada de Metallica es literal pichaseandome esta semana trabajar 12 horas,N
"Mi mamá compra pollo a la brasa de almuerzo y mi tío viene a visitarnos en la noche y trae otro pollo más, entiendan porque estoy bola",N
"@elfilosoflow Lo bloqueo ALV!, no soy tan tolerante maigo",N
"@lili_blend jajaja ño! todavía no, esta semana queda eso, pero creo ya tendré nuevo número! roji el viernes no puedo, iré al a las 6",NEU
Final copa libertadores en BAL! la última final de Bradinho... https://t.co/RZnUVPNa5D,NEU
"Gracias por los ánimos! He dormido un poco más, me he tomado una pastilla y ha bajado a 36 y medio, pero aún me noto rara ",N
"Días! Tú eres el único a cargo de tu felicidad. Deja d darles a los demás el poder d controlar tu sonrisa, tu valor y tu actitud. Besitos",P
Estoy feliz xq esta lloviendo,P
"Samantha dice de broma que nací castigada,pero a mi me parece muy real",N
"@Noy_07 Pues de hecho sí me funcionó, me siento más tranquila después de eso",P
15. No me gusta el término  16. Meh 17. Depende de qué 18. No 19 Un perrete prechiocho 20. No 21. No 22. El año pasado,NEU
"#2añosdelegiónholk Un año antes no me imagine , que un grupo(El mejor) sea mas importante que muchas cosas en mi vida",NEU
Aun en la oficina...que triste mi vida,N
"Se acabó todo, tantas anécdotas que quedarán en el recuerdo ... no me gusta llorar frente a la gente, ahora que estoy solo imaginense",N
@Juan_S_Alba @Luisitno Buen Día Para el APERTURA 2017 QUE?,NEU
"en serio, te amo @LeoDiCaprio ",P
Wtf Clearest Blue de Chvrches en el comercial de Bonafont; digo no me molesta escuchar la canción cada 5 mn pero porque en un comercial,N
"Hoy inicia la concachampions 2016-2017 pero realmente no importa porque no esta la @ldacr, en todo caso la voy a seguir porque si",N
Cuando te enamoras de cada flaca que pasa. Chimbote era chevere pero no me quirro ir de trujillo.,NEU
@iChuso Que ya ha empezado tio ,NEU
"Lo peor es que yo me marché cuando @olvihormigos se empezó a relacionar con la gente de la disco, yo quería tomarme una copita con ella ",N
Siento el Spam. Quiero que comprendáis  y compartáis conmigo la felicidad de este momento. Espero ser el mejor Capitán de todos! ,P
@AndyCamus8 JAJAJAJAJAJA Hola amigo Andy que ha sido de tu vida ya no te dejas ver,NEU
"yo simplemente queria ir a un show de Márama y Rombai, por que luego se van, y no los veo por un laaaaaaaargo tiempo pero no.",N
"voy a salir a comprar mayolicas y acabados a habich, veamos q sucede en el camino, la gente buena celulares prendidos porfavor, 3, 2 ,1",NEU
@tintadelcalamar muchas gracias que amables,P
"@JArmandoCS ¿Vos también estabas? Ay que triste nombres sí, yo estaba durmiendo, para ir a clase hoy a las 7:30am ¡¡Te extraño bebé!!",N
"@CdeCiencia Bueno, el frío es lo de menos, siempre te puedes poner un buen abrigo ",P
A veces siento que es mejor estar atrás de un escritorio que intentarle a la litigada,NEU
"@moriuper hola! No, ya no hay más sur",NEU
Hoy tuve un día muy lindo me chinearon mucho 2 amigos y el jueves uno que amo mucho.,P
"Que gane el Madrid, pero que mi Ochoa no salga tan mal parado",NEU
Ojala que mañana cuando vayan al Black Friday se toquen un poquito el corazón y también donen a las personas que perdieron todo,P
@davidernestoz yo te veo bonito,P
Este año se vienen cositas buenas chicos que a lo mejor grabo alguna que otra cosa,P
"@vivianarojasv feliz navidad Vivi, que lo hayas pasado bonito con todos tus seres queridos",P
Aun que vengas de rodillas &amp; me implores &amp; me digas aun que vengas &amp; me llores que te absuelva &amp; perdone este es el ultimo adiós (,N
Tengo dos horas seguidas de latín y griego. Dos horas seguidas con la misma profesora. Menos mal que me cae bien. Pero son DOS horas.,NEU
"@przuppo @lolap245 me quedo con lo primer ""un pensamiento en un clic"" ",NEU
Yo quiero una familia así #ModernFamily,NEU
"@Defconplay de hecho lo confirmo, los caminos y las casitas son las mismas ",NEU
@Idolsftdjom @_jesus_OM @DanieloviedoM obviamente tia JAJAJAJAJA q soy la mayor  osqqqqq pero venir ya ofu,NEU
Empezar de nuevo con la dieta es tan difícil,N
"@ForgetfulValley bah, intelectuales Vi CK, pero no me acuerdo, y ya sabemos que la ignorancia de la ley ... ah, no, pará",N
"@mister__lemon Excelente idea. O, por lo menos, que no pudieran hablar más de una hora",P
"@RufinaCamejo Si fuera mal pensado, diría que es un arreglo entre el pintor y ellos para cobrar más @CesarAMartinezR",N
lo único que quiero es saber si sharon sabe a quien se refiere rey y si matteo se queda o se va nada más disney #TerminoSoyLuna,NEU
#felizdiadereyes cuál feliz si no me trajeron nada,N
Muy rico pero no es gracioso,NEU
@EchavarriaNaya y lo bueno que no engordo,P
@DarkPortu ya ya pero aún así no me convenció ,N
"Piensa en grande y tus hechos crecerán, Piensa que puedes y podrás. Todo esta en el estado mental. #BuenFinDeSemana",P
Aquí tenéis el segundo vídeo del día  14 días para tener PES 2017 y la demo de FIFA 17!! WUOUUOO https://t.co/8hh6Fu6kRB,P
La verdad es que hoy tengo un buen día ,P
No debería estresarme. No es bueno en mis condiciones,NEU
"Con lo cual he abierto todas las ventanas y he conectado el móvil a los altavoces, a ver si ahora suena mejor ",P
"Hey! @ifCristian espero tengas un muy bonito día, H! Te deseo lo mejor siempre Sé feliz ️ y felicidades, una vez más.",P
"Hoy estoy muy feliz! Podre subir videos de nuevo, mi grabador ya no me da error Volvere con todo y con un super evento por los 1000",P
@keirzar yo lo tengo facil  mi unicovy verdadero amor es pokemon ,P
@WINTERSCLIFF0RD ni tu como soportas el calor sevillano hija mía ,N
@levante_emv @valenciacf Un capullo menos en el Valencia. Si no esta al 100% con el Valencia lo mejor es venderlo. ,N
"Me acabo de topar a mi 선생님 en el semáforo del pretil y me comenzó a hablar en coreano. Profe, tenga compasión de mí y hablemos en inglés.",NEU
@coco_cocain Pero sal... Yo lo hago cuando pasa algo así. Soy el lacra de la familia.,N
@alvarezvigo12 jajaaja no es real jaja son canciones nomas,NEU
A mi papá le regalaron una bolsa de café artesanal y un termo y estoy muy celosa porque a mi seguro me regalan una camiseta o asi.,N
"Ya estoy en mi casa maigues, no morí. Bien pinche adolorida pero ya en mi casita. Pd. Me quieren llevar al rancho pero yo no quiero",N
Puta gente naca por su culpa ya no me dejo mi mamá ir a partir rosca con mis amigos pónganse a trabajar,N
"El asesinato nuestro de cada día... Pero, eso sí, Vázquez está muy contento con Bonomi.",N
 Esta semana ha sido tan chachiosa que ya puedo decir que el verano se ha acabado de una manera decente  y lloro,NEU
"Y hoy me invitó jajaja re que ya estaba en su casa hace dos días, bueno en fin ese no es el punto. No le voy a regalar nada",N
En enero la ropa está más barata por si no sabían,NEU
@GabyMeza8 yo porque me obligaron habia pura señora,N
"@Viikarii Relajate chica  el examene sta done, las notas no van a cambiar por mucho que tiembles asique no te rayes",N
"Alucina. De todos modos, no arruinará mi linda noche buena, a lado de mi fam. @Elicrema",NEU
"@Neinyatta A mi el de Babe me gusta mucho, y si no sesderma creo que va muy bien ",P
"Hablé con un español guapísimo en el bus, pensé que nos íbamos a casar. Pero nos despedimos y no nos preguntamos nada. ¡Voy lagrimeando!",N
"@jcrlaguera @sinfaltas_com @delcastellano sí, es usual en País Vasco y zonas limítrofes, pero no me cabía lo último en el tuit ",NEU
"@FrancisHD3 En Octubre haré cositas, un fuerte abrazo ",P
cual es su mejor recuerdo juntos? #BntResponde,NEU
El tiempo de Dios es siempre correcto; espera con paciencia que Él actúe.,NEU
Lo bueno de ser un sin amigos es que puedo llegar a la hora que quiera a los lugares que quiero visitar.,NEU
"Hasta me das risa @realDonaldTrump, por que el único afectado seras tu y tu país y ante tus propios ojos veras su destrucción total.",N
Oye @luciaskaa te pones a hablar con @josecs02 como en los viejos tiempos y no avisas  @JuanAlfonso251 @CrisDazGar,N
"La vida te va a poner donde debas estar, porque en últimas todo aquello que fue, ya es. Y lo que ha de ser, fue ya",NEU
tenía un mensaje directo y estaba ,NEU
Pocas maneras mejores se me ocurren para empezar una semana... https://t.co/P5wOXm5ffl,P
Badilla era tan tan guapo que sentí feo cuando me di cuenta,N
"En 1990 una amiga quiso ser policía. Sus padres se opusieron xq las mujeres no podían ser oficiales. Luego de 26 años, tenemos GENERALAS.",NEU
@Joey_Rock Que rico! Provecho en su día,P
"@tenistachanel de aquí haciéndolo ""conservadora"" sale una @50 seguro.  a ver como montamos! Thanks por las ideas!",P
"@sercasti hay algo que no esta bien, con una bebeb deberias colapsara la primera chance de dormir",N
@veronik87mlg algunos callaos pa que no nos digan reventaores la Yihad! ,NEU
Ojala no me diese miedo aprender a usar a aurelion y tener malas partidas con el Pero me pongo tan sad cuando lo hago mal que ,N
@Flor_uy valen por esta igual,NEU
Pos yo tambien estoy triste ,N
Mi mejor amigo me acaba de enviar que le ha tocado en un cofre kalista de campeonato Y le voy a meter fuego al mu warro ,N
@cedrezzz no tengo celular hace dias hablame md,NEU
Soy un chico muy perverso ,N
Alguien que se desvele conmigo hoy? No? Nadie? Okay,N
"@lamascarada @cuervotinelli tal cuál :/, No seas malo Papá...",N
"Ay diojjj odio que el frío y ahorita en Roma están a 1 grado, alguien me elica que voy a hacer la próxima semana?",N
"Por cosas así, estoy segura de que tomé una muy buena decisión",P
#FelizMartes les tenemos un excelente trabajo que creemos que les va a encantar.,P
"@Brenes0791 Yo estoy super ansiosa, el asueto me da la tranquilidad de estar con mis papás, nada más",N
@oazamar Muchas gracias e igual para vos. Te mando un mega homo abrazo,P
He decidido empezar a procesar las fotos macro del verano https://t.co/M7NkkPI4f2 https://t.co/K0HOtoDz4c,NEU
Joaco si ves esto te extraño,N
Tengo una leve duda de que las fotos del meet acá en CR las van a plublicar hasta el año que viene,N
Ultimo Día De Vacaciones Ya El Lunes A La Escuela Noooo!,N
@RobleisIUTU hola compartí el video y grax por decir que eras hay me sino orgulloso de que admitas tu contento salúdame en el otro,P
"@unculemadrid si al final acabamos hablando un rato, era muy simpática  @jovigobi",P
Que dicha que hay trabajo y salud y vacaciones también,P
"mis dias ya eran reeee aburridos, imaginate ahora sin celular",N
Cuando queres comprar muchas cosas pero eres pobre,N
"@Mercadolibre Enhorabuena por los geniales resultados económicos de récord del trimestre pasado, hacéis un gran trabajo ",P
La primera melancolía del año Ojalá la oportunidad regrese y el talento esté ahí siempre u.u,NEU
@MemesDelPeru tal cual csm @ClaroPeru hazte una y alarga la vigencia del 4G ilimitado,NEU
Me desperté pendejo nivel 3: No me traje dinero porque iba a traer lunch. Se me olvidó el lunch. Muero de hambre.,N
"Mi último tweet del año. 2017 va a ser un año muy perro en muchos ámbitos. Pero puedo con él, va a traer muchas cosas buenas",P
"@MariaPa24288607 @LuzanaftAlex @doblasqueen_ Y creo que sera mejor si solo estas con ella , y lo se, soy fria, pero te pido perdón",NEU
"@BartanSoo12 Pero tú ya sabes por qué le digo así a Yixing ya sé que no es feo (?) HDKSJSKSKS Y SI ME HA PASADO LO MISMO, KYUNGSOO BEBÉ",NEU
"me levante muy feliz a pitar mi punta y me acorde q la fume ayer,",N
Mañana se madruga para ir a trabajar a la casi frontera norte. Si puedo me paso y voy por Toñas y tostones,NEU
"@RufinaCamejo Comprando ropa en el barrio chino en Los Ángeles, ni inglés hablaban @dannyviLe",N
"No, pero más bonito es volverlos a ver y saber que se alegran por mi regreso.",P
A un paso de darle una vuelta completa a nuestro sol Lov u @ El Tizón,NEU
"@AndresWieseR cuerito!! Que lo hayas pasado súper grandioso!!! Felices 33, debemos cuidarte más este año!! Edad de cristo!!",NEU
@FreddieLechuga ah era en serio.,NEU
"@VivaAerobus Hola, ¿Se puede hacer web-checkin e imprimir el pase de abordar si viajo en viva light? La página dice que no...",N
"Sé fiel a ti mismo, nunca es tarde para hacer las cosas bien",NEU
hola chicos perdon por no subir videos estube en fermo pero ahora no y a ya subi uno mirenlo,NEU
Me gusta estar sola y me molesta la gente que habla mucho. Si tan solo nos juntáramos a escuchar música y de rato en rato hablar de ello,NEU
@chepibolaa literal e de irme a la m* el asalto de hace un mes repercute en mi sueldo de esta quincena. odio todo csm.,N
"ojalá selena se recupere pronto, no merece nada malo #GetWellSoonSelena",P
"@pgc_deka pues es que quiero probar qué tal en directo, y techno ya fui este finde, sino iría a Nox y te llevaba como acompañante ",NEU
Cuando hago desordenes con el horario de la comida me agarra un dolor de cabeza permanente,N
Pero si eres mi pelado  @Slammactivao,NEU
@Annto_Arce @Josedeangelisok @Ali_Irazusta @decabreralemus Ayyy amorr! Quiero verte y abrazarte yaa!,P
Me siento tan feliz esta semana cerró bien,P
No puedo entrar a mi servidor!  y site5 no reponde,N
"Las eresiones mas comunes de un país, muestran su cultura, en Costa Rica es ""Pura Vida"" nada que pueda agregar",P
"@smallxespos ay que linda q soss, vos iguaal!! Es una bebita lo q pasaa, mi user es el apellido de Axel y Celeste",P
Sí sentí feo cuando ví que se iba a ir a vivir a CDMX,N
@samanthaHM18 con todos tus dias ocupados,N
@ElOsoCarpinter Igualmente ayer vi queriendo saquear el bbva y no habia nada ajjaja,N
agh que ganas de matarlos a todos ahre notese mi buen humor,N
"se suave, no dejes que el mundo te haga duro, no dejes que el dolor te haga odiar, no dejes que la amargura robe tu dulzura.. ""PERDONA""",NEU
@Mijail_13_96 jajajajajaja desearía estar más bueno que esa hamburguesa,P
"Los libros son un medio para conversar con mentes muchas veces mas inteligentes que uno! Muy bueno @adeladubra me encantó!	P
815790673332936705	@RobertaTogliati @UnSimpleTatin no hace falta el fake GPS pagando la App pones el lugar que quieras del mundo y levantas ahí.	NEU
816515921271459846	@CristinaLangon1 @cuervotinelli me encantan esos Buggies !!, quiero uno para mi cumple Papá ^_^ ... KAWASAKI , el más grande con techito	P
819405921000583171	@sonmifelicidad_ igual este Lunes seguro vea La Doña, porque de ultima el domingo empieza, por lo menos para verla, porque ya la extraño	NEU
818267321588391936	@FefeNaylon Es en serio , en ese lugar mesmito, hasta le saque fotos a la carta porque describía los tragos. Armazem Devassa se llama.	NEU
803088074863509504	@cuervotinelli que lindo es cuándo me haces reír , me haces muy feliz;3, QUE SUERTE QUE TENGO EN TENER UN VIEJO TAN COPADO  !!!!!!	P
792556904346218496	Hoy no habrá streaming. Estoy un poco cansado. Así que me voy a dormir I am a little tired. So, no streaming today. Go to sleep	N
807072257101139968	En serio showrunner de #Vikings te vas a mandar esa cagada ya en el segundo cap? Por estas cosas me embola ir un capítulo a la vez.	N
782598435413303296	@cuervotinelli Buen día P@ !! , Que noche Teté !!!, recién me levanto ... Me duele el siatico y la cabeza  TOY VIEJO CHE  jaja !	NEU
789225674544480256	Por q la vida es tan cruel no se q hacer me quiero matar ya no se para q vivo no tengo ni amigos me pelie con uno y mi amiga esta enojada	N
817754234036822020	tengo la garganta hecha mierda	N
816852294285348864	No dejame me salio bien mala	N
818320943885983745	Hablar con mi mejor amiga y llorar	N
818632861087596544	El primero de pila de ratos de mierda.	N
814249874350899200	@GonzaGravano llore yo soy feliz con un fav sabelo	P
809112769308016642	Ahora salen esos MATES Y ESOS YUYOS con el ñerytooo	P
817014568463568896	Desde el año pasado que no las veoo a las chimosas	NEU
812733034994761732	@danielalen11 @maritarubini @shimar13 @perezfedullo @miguelbarragan2 @LoreleyLopez70 Hermosa nochebuena y feliz navidad, amigos!	P
818524036762308608	Hace 4 días que no hablo con mi mejor amigo, voy a llorar	N
816498337683800066	jajajaja que recuerdos cuando amaba la novela #malparida lo malo que Renata era mala	NEU
817941081396510720	- De que se trata el libro? - Almas gemelas - Como nosotros  -Nope	N
813820821131198464	@vmayo72 de sus propias pérdidas. Es una rueda la vida, a todos nos va a tocar...	NEU
817778423657533441	Extraño a mi mamá porque ayer hicimos videollamada y me dijo ay mamita que linda que estás""",NEU
@SaraGGzz_ jajaja deja que me conozca físicamente seremos mejores amigas,P
@lasabesaba una gran oportunidad para que disfrutemos (con @NaomiZamudio97 ) de su trabajo...,NEU
@VioletaTrujillo eso no es sielto ,N
"@IvettlyOficial Gracias a ti por todo, por el cariño que brindas a tus seguidores, por ser tan buena, por ser como eres simplemente.",P
"Decirle a un mae ""perro"" es una ofensa para los pobres animalitos",N
"Dicen que Twitch va mal hoy, pero aún así os pondré stream en 20 mins ",NEU
"Lo siento mucho  bueno, os he dejado un vídeo de hype para el stream de mañana, que va a ser fuertesito",N
porque no quiere llamada?  fav si sabes de quien hablo,NEU
Primera vez que David cena en mi casa y quiebra un vaso.,N
"Lo más lindo de mi día hoy, fue cuando el muchacho en la Cruz Roja me dijo que estaban abarrotados de víveres..",P
"De esto que sueñas que estás comiendo poutine, te despiertas, ves que no hay poutine y quieres llorar  Pocas cosas echo más de menos",N
