text,sentiment
"Porque la fecha esa tiene q ser justo el día de mi cumpleaños, que rabia y q triste",N
"Que #Rajoy no logre la #investiduraRajoy NO ES NOTICIA, lo contrario sí... Pero serán becarios los que están en prácticas ",N
"En ""X"" gimnasio me iban a cobrar como 330mil colones en un año. No me matriculé y estoy haciendo las matemáticas para el siguiente viaje",NEU
@xqwcrp @xoancarV Un lapsus advertido gracias a @Cascarelo y subsanado. Gracias por tu aportación. ,P
@eZuajii_ tan al pedo estás para hacer esa mierda de inspeccionar elemento? Si tan real es andá a tu celular y pasa screenshot,N
"@Phoenix2124 uno siente susto, asco, cólera etc.. y luego vienen los ""Porqué no le dijo"" ""Porqué no .."" -.- Sean necios! Es una ruleta",N
@alakaskala hoy no estoy entre tu lista de buenos días!!! Eerta compradora de regalos,N
"Si fuera bien idiota. Ya hubiera comprado un Alienware cn mi quincena al chaz chaz, pero se viene el ISR...",NEU
ese triste momento en el que te das cuenta que se te acabaron las vacaciones y que ya casi es hora de volver a la realidad...,N
Que horrible sensación cuando se te atasca una pastilla en la garganta #Meduele.,N
@musadorada a tu PI? Pues asumo que si. Será tipo conferencia y te daremos certificado. Pasame tu nombre completo,NEU
Voy a extrañar aquellas charlas infinitas!!!,P
@Charmimedicen A gente tonta es dificil acostumbrarse ,N
@valk28 haaaaw siempre te voy a abrazar y a ponerte contenta muuuuuuuy contenta!! te quiero mi buhito moradito!!,P
"Que feo es encontrarte a tu súper crush de toda la vida, te sonrie y ni tiempo de agarrarte él corazón te da por que vienes con tu novio",N
Yo no sé ustedes pero mi mejor amigo al chile es EL mejor amigo y lo extraño #zad,NEU
Que bueno que me regalen un cargador nuevo y un lifeproof para mi teléfono,P
@cbaballe2 me acabas d romper el cora pero igual es el mejor del mundo jeje,NEU
Todo es mejor de lo que parece cuando recordamos que Dios está de nuestro lado.,P
"Hasta ahora me entero de que existe la carrera de ""investigador de animación japonesa"", he desperdiciado mi vida",N
La ptm no supero lo de ayer Mi año nuevo se fue a la mrd,N
A ver súper cutie y tal pero ,N
@DiceDiego1 @LopRock Soy un esclavo de fines de semana,N
Y nos vamos encontrando a un ex en el hotel...,NEU
@ivyjara Aunque te extraño mucho y quisiera abrazarte y besarte con todo mi amor y cariño,NEU
"@abbu25 jaja muy buena ! el tipo le dice al hijo q no está preparado y la gente lo votó como ""el"" candidato !",N
"@pablosilart En la escuela te deberían haber enseñado que lo sano es tratar de superarse a uno mismo, no mirar a los otros @JavierdeHaedo",N
@balucorp ni has estado feo,P
@sofia_garciarmz La neta si esta bien feo entrar a las 7,N
"Lo bueno de los cómics de Star Wars es que los venden en cualquier sitio. Ni tiendas especializadas ni ná, en el Hipercor o el Alcampo ",P
Still falling for you es genial omg Aunque ver la cara de Ellie con todos los retoques botoxiles me entristece ,NEU
caro no quiere mas a su amiga,N
Creo que mi amor platónico de tw es gay y me acabo de poner tan triste ,N
Como chiquito con juguete nuevo,P
@car_hidalgo lo hacen a diario. Hoy es más palpable por la emergencia. ️,NEU
@Ximena_Miami @ximenaduque Se Nota que la queres Mucho al igual q yo,P
me tengo que sacar un diente y no quiero,N
Pero así cómo no quiere verme Yo no quiero ni mandarle un emoji,N
"Si es que llegáis aquí desde mi Favstar del cretácico y claro, luego no me duráis ni un suspiro. Que mis neuronas no son como antes, jopé ",N
"@BlackEspanolito NiP afuera de una major No creo que sea un día feliz para toda la comunidad, son leyendas y quedaron afuera",N
"@tuiteroboutique No sé si no le hice RT el año pasado, pero vale la pena. Solo que acá en la old city si decís truco podés salir mal",NEU
Espero que la pasen bien y que tengan un muy buen 2017,P
@Safreeoficial y pfff...tambien la gente me caia genial..y me da muchisima pena ,N
Hay veces que uno se siente un extranjero hasta en su propio país,N
"@cosamia_ Cada uno está a 550. No me parece mal precio con el trabajo que debe llevar hacerlos, además es muy original",P
@1maaariii1 Puebla es un caos aiudame,N
"Amiguitos, yo siempre hablo/escribo de la misma forma, soy bastante cariñoso ... no te estoy gileando, ni quiero algo contigo, sí?",NEU
"@Fridaricky así como estas... Primero abajo, pero comiendo panochita suave, y luego atrás para dejarte la ir muy duro! Qué rico",P
"tengo mucho miedo de que los del sur no quieran venir a la AN sólo porque es en CUU pls animense, yo los hospedo, los quiero mil",NEU
@MathiasBrivio que espanto! Algo más debe tener esa Agua estoy segura,N
"@Currina_ pues no, algunos lunes son maravillosos...por ejemplo el de hoy! Hasta mañana! ",P
"Que lindo, los aliens eligieron visitar a Uruguay la próxima aterricen con más tranquilidad! #temblor",N
"@SoyEseGabo No se sabe... La peli se estrena en febrero, por lo que supongo que la banda sonora saldrá en enero.. Eso pasó con la primera",NEU
@VAMPYRES_movie @butfilmfestival uno de nuestros festivales favoritos!! Hemos ido dos veces ,P
Lo increíblemente rapido que se ha esfumado mi dinero y todavía falta año nuevo.,N
"New Balance podría dejar de ser el patrocinador de la Sele o sea, camisetas feas otra vez",N
Un NOSOTROS así de grande por hoy ,P
"Y por todos lados hablan de los bloqueos, de ENP, de Trump y pinches es muy deprimente",N
Extraño a mi mejor amiga carajo díganle pe,N
"Es así, siempre que me gusta alguien vive en el culo del mundo jajajaja harto de fracasar",N
Es neta lo de los tacos?,NEU
Amo saber que en cada segundo de ese homenaje estaba mi infancia feliz,P
"@yoeralasornaca Vieras que a mi lo del dresscode de mi brete no me molesta, sólo quisiera poder teñirme el pelo morado",NEU
Ah no verdad? Jajaj nadie entendió mi chiste que imbécil soy hahaha,N
@mario_hart de parte de mi hermana ella dice que por que no te vuelves a pintar de rubio que asi de rubio te queda mejor piensalo,NEU
Camino a casa solo fueron 3 chelas,NEU
El descarado afán de La Caixa por empujar las cotizaciones les está delatando. Es la pauta del 2 de Mayo....Kung Fu ,N
"@JanekeithDB @jujoviar Sí, eso sí tod lo disfrutramos un montón... pero di, hacerle un examen oral a 40 personas...",NEU
"Ya terminé las temporadas disponibles de RPDR en Netflix y pues no mamen, necesito ver la que sigue.",P
@soyrosalet @SwarmApp Linda noche Ross extraño escuchar tu voz saludos desde Playas de Rosarito Baja California,N
Listo. A empezar con las metas del año,P
"Os ha dado por un tweet mio del 16 de agosto a la hora de dormir cabrones, tendré que silenciar el movil ",N
@Madrebeagle jajajaja fui el primer fav de Odín con cotillón,NEU
"Entran a la oficina y dicen ""Sólo les voy a pagar a las que no vienen con escotes pronunciados"".",NEU
@cotarola No salí. No puedo manejar: Migraña,N
Sin duda ha sido la semana más larga del mundo a su vez ha sido una de las más bellas,P
"Men @RedstoneKnarias no nos eliques mas de porque pierdes, porque a nosotros lo unico que nos importa es divertirnos viendote jugar.",N
"@RuizJanely eres un ángel caído del cielo, fui a buscar de casualidad si estaban en las otras cocinas y no están mis cubiertos",N
"El próximo ministro de defensa tiene prohibido mostrar el cañón y las granadas, debe tener un corazón frío a prueba de balas y poemas",NEU
Solo entré a tw a confirmar la noticia y de verdad fue lo peor! no paro de llorar,N
"Desayuno guanacasteco Hoy es Nochebuena, hoy damos vueltita por Nicoya",P
"@cuervotinelli Un horror !! Sin palabras... !!!, hasta cuándo vamos a ser testigos de estas barbaries """"humanas"""", mucha tristeza!!",N
Han tenido buena iniciativa @AnabelCampo y encima son amigos ,P
La vida es demasiado corta para seguir las reglas...,NEU
Para que me robaran 4 millones de pesos como en la casa de Andrés García me tendrían que robar la casa con todo y casa y ni así,N
@OriannaSenpaii conmigo siemprw puedes hablar ,P
"Con este frío ahora antes y después de cada oración menciono la frase ""Que frío "" así no se puede Que frío",N
Tengo tremendos nervios con la defensa del proyecto de estudios económicos . No me la quiero llevar a exámenes,N
@samymtzl va a ganar tu tio @lopezobrador_,P
Voy a dejarme crecer las cejas a tope en plan naturales porque ,NEU
"@priincesapurple si por favor aún no he podido comprarlo, o mejor me das un abrazo y así eso también ayuda ️ je.",P
Al rato a preparar la cena de fin de año con mis hijos Al rato a Misa a darle gracias a Dios por un 2016 lleno de ilusiones y sueños,P
Que no se pierda la costumbre de dar los buenos días contra la pared.,P
"Entró una venezolana a trabajar en la empresa donde laboro. Me apena la crisis en su país, está bien jodido todo allá.",N
"Un nuevo reto enorme , especialmente viviendo en CR ... #nomoredrinks ... Vamo a ver",P
"@pilarcoutino ah no, a mi indirectas no, quieres que te diga diario que te amo? Ok y quien se largo hasta casa de las brujas? Yo?",N
@soyalannavarro me pregunto: ¿habrás leído mi tweet y te sorprendiste por que ese es mi máximo nivel creativo? Me temo que sí.,N
"Por cierto, @CarbonellJulia, este año estoy en el grupo 2 de Interpretación, así que no te veo tampoco en las dos horas esas ",N
"@chefgevalu Pero ya amanecí con hambre, es buena señal de que el estómago ya se repuso",P
@freezedolan igual same estoy igual q vos con lo que pusiste el año que viene será,NEU
@OllieGamerz Soy la peor del mundooooo. Se me olvidó la fecha de tu cumpleañooooos. Sorryyyy Felicidades bae,NEU
"ONQ16, IBExams, Grad.PrepaTec, VemRD, Grad.IB, ITESM INQ, EMRIA. Fue un buen año #2016 y el que viene, mejor!!",P
@Lonchs Amo estar libre hoy,P
@RoSo_54 @Adri_tranqui ya estoy pronto ! la cucha despejada !,P
@polux_prm Impresionante. Una pena que hoy no pueda hacer una foto del atardecer.. P.d Gracias guapiño ,N
"Amo mi carrera,pero aun no es fácil aguantar las decepciones que tengo que pasar antes de un ""si""",NEU
"@susana_tb Feliz 2017 Su y feliz vida... awww qué bonito pingü, muero de amor. Un abrazo muy grande",P
"Viendo Looking, Queers as Folk y así, me doy cuenta que nunca he tenido un grupo de mejores amigos gays. ¿alguien me adopta?",P
"@UchihaDEMS es una buena decisión de marketing, el outfit que tiene en Dangerous Woman es muy FF",P
- se llevo los doritos y los frescos - pero no se llevo EL PAN @MarianaCruz04,NEU
Gracias por compartir querido Pepín  @CliftJose,P
Estoy toda estresada para el examen de mañana como que si lo fuese a perder jaja Pero ya pasé el curso y todo,NEU
@soleyvelez @CarlosJRubiofm @Fansdelaradio @madshila mañana 2° recordatorio subliminal #OigoFanatica,NEU
@iMrDramas ni un cuerno retorcido como me decían antes,N
@abstractjoerick Podrías ayudarme con un RT aquí por favor? Ten una linda noche,NEU
La primera melancolía del año Ojalá la oportunidad regrese y el talento esté ahí siempre u.u,NEU
@PJimr yo ya pasé todos los gratuitos también. es una maravilla. no he pagado nada. la desconexión forzosa de fin de año creo lo evitará,P
"#PapáNoelYoQuiero que regrese, pasar los ciclos, y lo más importante, dinero pls ya mucho me enseñas la humildad",NEU
@reyminguela20 la próxima vez que vaya a Madrid no estarás en mis planes. Maldita ,N
"uso filtro si y tu no? soy morena tal vez, la combinación de un moreno y una blanca que dan una sacalagua esa soy gorda tal vez 53 kilos",NEU
@wheeeing lo mejor es que no sé ni que voy a estudiar,N
@DonVascolet los hijos son maravillosos,P
Buenos días @luisguillermosr. Hace una hora y media salí de Cartago y apenas estoy en Zapote. La gasolina está cara y con presas no rinde,N
@Diegongo81 están organizando un torneo categoría infantil y libre con equipos de yucatan tabasco y campeche. Es este fin que viene,N
@DBeletujo ajajajaja yo en Benidorm vi a dos mujeres con carritos de bebé y los perros dentro y cuando las vimos nos quedamos flipados ,N
".@cocoramazzi Ja, ja, muy gracioso. Teniendo en cuenta que tu posteo inicial es el elogio de un artículo lleno de odio y resentimiento.",N
@SoulsTRK @youcaring ¡COMO QUISIERA AYUDAR! Pero no puedo soy menor y no tengo tarjeta y mucho menos dinero si tuviera ¡le daría todo!!,N
".@mczorro es eso: para no pagar precios AB y luego quejarme de la mala proyección (de bodrios), siempre me queda elegir otras pantallas",N
"Buenos días!!! Lo q hoy seas capaz de sembrar, será lo q mañana cosecharás. Tu futuro depende de lo q realices en tu presente... Besitos",P
"@CotoLau @AndreCorts yo también tuve los libros de AMP y no me convecieron :/, yo pasé los exámenes pero gracias a los exámenes viejos",NEU
"Me largo de esta red social por unos días, hasta que encuentre paz",N
@KarlySap JAJAJAJAJAJAJA pongo muchas malas palabras aquiiii! que oso! Que no las vea!,N
@bekiaes También es el cumpleaños de la preciosa actriz @luudelafuente !! ,P
"@alexcasasv_ es triste que no me sigas,estoy sad",N
Y ya estoy en ese momento en el que estoy suscrito a los boletines de 12 embajadas y sus correspondientes Agencias de Investigación ,NEU
"@cakebaess no lo es, tranquila ",P
@Meloo1891 jajajjaja a pero no sos una elfa libre? igual ahora no tengo a quien cuidar,NEU
"Ya perdimos al tío y ahora la abuela en estado grave ,preciosas fiestas voy a pasar.",N
"@juankipua Es que en el Ojeando el año pasado tampoco, tiene muchas canciones ya jajajajaja ",NEU
"Quiero que sepas que desde el fondo de mi corazón, me importa una mrda lo que pienses de mí",N
Un nuevo Feliz 2017 para todos mis twiteeros los quiero mucho gracias por estar bendiciones,P
@highoncrackyeol Oh ya bloqueé ese número fácil son marcas porque me dijeron algo de que debía una cuenta de más de 3k$ en el banco wtf,NEU
hoy me toco visitar a mamá en su descanso eterno le contare todo lo que vivo ella fue es y siempre sera mi MEJOR AMIGA sin igual,P
Mis amigos dicen que me voy a quedar solo por ser tan cortante. Lo peor es que no me siento cortante.,N
Tranquilos que con el.dinero de Camacho seguro mañana empiezan las escabadoras en el Arraijanal ,P
Nunca me he ganado nada con @PizzaHutCRC y que chuzo sería probar la nueva pizza esta tarde liberiana está como para la Crown Pizza,P
"@dBtte Muchísimas gracias, ya dile a tus muchachos que ganen para irme a festejar.",NEU
Mi hermano está templadaso y se me hace tan lindo,P
@nilomandeDior Hoy estuve viendo muchas fotos dell Escuadrón. Lo extraño,N
Y se acabó El Oso el Tigre y los demás fue bueno mientras duró,P
11:11 que no me encuentre mal ,NEU
@BibliotecasCes @PuenteCelsa @mldefran Y luego los chicos nos podrían dar clases de robótica a ños grandes,P
"Ahora me daba yo un manguerazo a ver si se me quitaba esta cara de ""hola he dormido 2 horas"" ",N
@ivyjara Me cambiarias Por dinero o Por El chico más guapo del mundo,NEU
Creo que soy la única que nunca se ganó la entrada para jaque jaja,N
"A ver cuantos extranjeros consignan direcciones falsas, vayan y arrestenlos, cuando uno viaja a otro país te exigen todo, donde y cuando",N
Encantado @juanl_cruz  estás siempre bienvenido. Espero visitaros en Málaga antes ,P
Toda la noche soñando con caballos que hermoso fue,P
hoy en musimundo van a estar filmando discos de soy luna y yo no voy a poder ir porque soy de uruguay y eso en argentina voy a llorar,N
"Hasta lo peor de mi, quiere lo mejor para ti",NEU
"@DeathManu94 @piercetheidiot ya lo sé, pobre Uno  Te acompaño en los feels",N
El principio ha sido súper iconic pero con tanto movimiento iba muerta la pobre  #VMAs,NEU
Cuando te enamoras de cada flaca que pasa. Chimbote era chevere pero no me quirro ir de trujillo.,NEU
"@CaELiKe deseo que estés bien ,porque yo estoy destruida",NEU
@delphlexnie la gloria d nuestro padre jesuscrisro estará cobmigo en mi camino,P
"@Ferchitomen11 checa con waze rutas alternas, xq el trafico viene rudo hasta la altura del parque chitla! Y gracias! Que llegues pronto",N
"Paaah, extrañaba tanto a Ezee... Estaba re perdido.",P
MELCHOR GASPAR Y yo sin quincena,N
Hable con familiares Seba el joven de 18 años que fue baleado en mi ciudad Santa Lucia y me dijeron que ya lo operaron y salio todo bien,P
"@Jey_Gut Aun no tenemos fechas definidas, pero te avisamos apenas sepamos",NEU
"@David_Gato5 Mae esque mi top 3 son Dez Bryant, A. Brown y OBJ La de Zek viene de cuarta",NEU
"Lo de quedarse sola en casa sonaba a planazo de domingo, hasta que me doy cuenta de que no hay dulces en casa ",N
"@xZ4dry @xSLGY Tienes pinta buena gente por lo q veo, t he conocio gracias a qt ",P
"@cuervotinelli jajajajjajaja.... Yo los pido grandes de dulce de leche granizado con dulce de leche común...,y me quedan mirando :V !!",NEU
"Bueno gente bella que tengan una Linda Navidad ,gracias por estar ,los quiero ,bendiciones a todos mis twitteros",P
A todos los artistas de tumblr les llegan preguntas o cumplidos sobre su arte y a mi me preguntan si soy lesbiana ... fucking great.,N
@Garcaterra estoy total y absolutamente desesperanzada  @ahorapodemos,N
"@JuakyB me quedo tranquilo entonces, pero iré mirando la opción del coche ",P
"@J_Pietra Me gustaria conoserte Y estar 1 dia contigo y con todo el plantel de chivas,me gustas como narra pero como nunca me aras caso",P
"Definitivamente la mejor decisión de este sábado ha sido quedarme en casa con mis abuelos, prepararles la cena y conversar de todo",P
Estar en los brazos de mi novio es lo único que quiero y necesito,P
Algunos están Sad 24/7 Otros están Indignados 24/7 Yo estoy Cachondo 24/7,NEU
"@hugo_mcc ayy si quería, pero mi familia ya no tiene vacaciones y nos iremos antes pero volveré en enero yo sola y a ver que se hace",N
"@ruthernandezj hahaha sq si tiene un 5 HACE RATO era de cambiarlo haha, yo creo que si aguanta el mio bastantito! Casi 1 año ya",NEU
"Voy a estar unos días desaparecida, me estoy quedando sin gigas jajajja  q vida + triste !!! Me voy al parque con los perros..",N
"@teleSURtv bien!!!viva México,viva los pueblos indígenas,viva una América libre!!!",P
esa no me gusta sorry,N
@Nangel2496 porque alajuela es feo y caliente,N
"#fiesta17millones @yuyacst HERMOSA, MIL FELICIDADES, esta familia crece y creceP NO TE GUSTÓ MI DIBUJITO QUE TE HICE?",P
Como siempre mi tortilla triunfa mas que otros platos #playa… https://t.co/C60TC2teqV,P
@bostonriver de parte de un parcial de Fenix.. mucha suerte y ojala clasifiquen a la sudamericana,P
tenía un mensaje directo y estaba ,NEU
"#MisPropositosPara2017Son buscar un mejor amigo, necesito a alguien!? nadie?",N
me mantengo optimista pero se me hace difícil a veces de verdad ,N
"@GinaSieben Pues sí, es precioso como bien puedes ver en el vídeo ",P
"Hoy amaneció nublado y con frío! El día está para no salir, ver pelis y comer pizza! Bonito viernes y buen fin de semana para todos!",P
@seelphy Genial!! Será la última parada antes del estreno en salas ,P
@RoyalDarjeeling Muy mal!!! jajaja mas Geralt de rivia y menos juego de tronos ,N
mi vida es una mierda primero me enamoro de un macedonio en ibiza y ahora del timbales de la panorama ,N
@carlonchodemoda buena fotito people un abrazo hacen un buen programa,P
"Mañana me veré las que faltan, pero la mejor de la noche no ha sido Britney vaya  Me ha decepcionado",N
"Ya 3 veces me ha dejado mamando, pero la verdad lo veo tan guapo...",NEU
@MadnessOctopus ya... hay gente que es capaz de hacer eso. Yo si me corazón me pide poner cara de seta. No soy capaz de sonreir ,N
@RoberttStark Jajajaja pero mi voz interior quiere que lo corte.,N
@saywhatmini Hermosa verdad? ️ Me toca quitarlas porque no puedo mostrar caras,NEU
@tomasin_zgz ¡Hola Tomás! ¿Habéis visto los nuevos #dinos de #TierraMagna? Es normal que haya colas antes de que comience el espectáculo ,P
He vuelto! Esta vara esta llena de ceniza (@ Residencial Don Eloy),NEU
@Adri_hdezv Bby muy duro la verdad,N
@__josejuan__ @jneira suponiendo que la terra este cableada en el tomacorriente de la pared,NEU
"Mi noche no está completa si no veo el vlog de @elcholomena , creo que no subió hoy",NEU
"Pues fue un día de puro error y corrección con respecto a mi nuevo perfil Ahora una ducha, agarro la cámara y salgo a por nuevas fotos.",NEU
@EdySmol Correcto! Es pura arte. Mejor no lo pudiste describir. Felicidades!!! Bendiciones!,P
@joelalsolo a mi sobrino mas chico se le había roto la t la g y la b ahí eras un poco complicado hablar con el !,N
"Está navidad me la pasare durmiendo, para despertar un 26 relajado",NEU
"Influencer, Lic. en Nutrición, Mamá de 4 hijos: KAREN XIMENA, KEVIN ARTURO, EMILIA GUADALUPE Y HANNYA MONTSERRAT y Modelo profesional",NEU
@Flopi_Soberon lo mejor es ni aparecer por el tl señora,N
"@crisytimo si, feo feo feo...que madre",N
@jancarlobg sí te extraño en mis notificaciones,N
"@AggroQueenFay Solo fui a una de sus presentaciones 30 minutos, comprendeme",NEU
@ignatiareilly una oleada de cosas homófobas días anteriores ,N
"Mal momento para tomar café caliente, no dejo de sudar, coño",N
@eltreceoficial yo la vi muy bajoneada y tensa pobre @barvelez ...,N
Te quise como se debe y no fue breve aun no te puedo olvidar que mas da si ya no vas a estar pa cantar y fumar como siempre...,N
"@pakechii nop era como payaso de rodeo? Esa si me la sé, bueno no",NEU
@marcasgz menos mal que no has dicho escuchal #enlacabezaNo #loSiento ,P
Que duro iniciar el día con noticias tristes,N
"@rafa514x te creo, solo ganas de trollear",NEU
me olvide de un pequeño detalle y ahora debo ir a Wong,NEU
"@pgc_deka pues es que quiero probar qué tal en directo, y techno ya fui este finde, sino iría a Nox y te llevaba como acompañante ",NEU
Yo quiero pasar nuestros noveno cumple mes juntinhos pero ya veo que no,N
Escucharle la voz antes de dormir. Lo mejor,P
La mentira y el engaño tienen patas cortas.,N
Hoy quedo pronta la tapa. Y que dificil se hace aceptar tu ausencia... Viejito mio te extraño mucho,N
"Confieso que tengo una play list en Spotify que dice : «Canciones para Bangtan » , son canciones cursis y una que otra loca",P
"@lucyhale Las chicas fuertes y guapas han de luchar contra la oscuridad del mundo, que hay mucha. ",NEU
@manueljorgegh @RLloria gracias  feliz noche a ambos!,P
"El era como un profe de ingles gratis para mi , noooooo #VideoMTV2016 @AbrahamMateoMus",NEU
"Aunque aún no te lo creas, déjame decirte que eres hermosa. Aunque aparentes ser muy orgullosa, sé muy bien que tu amor es puro.",P
no me puedo dormir odio que siempre me pase esto loco,N
el francotirador esparzano murio en su ley,NEU
"Estoy seguro de que todo va a salir bien, suerte viejita",P
Estos días me he soñado con el accidente varias veces Increíble el trauma que generan estas cosas!,N
"@MedioEnSalsaCR Por supuesto que no le importo a nadie. Soy hombre, eurodescendiente, heterosexual y católico. cc @titabobra",N
"Lo extraño loco, nadie entiende eso",N
"@adorkblelaura Ross gano, laura no, a&amp;a no Laia presento un premio, hay una foto de ross y laura. las huevonas del fandom hacen bardo",NEU
La seño que venía leyendo mis tweets me dijo que los leyó sin querer ajajajajaja me siento mal por haberle dedicado mi tweet anterior,N
Volviendo a la actividad en #PlanetaInquietante con otro curioso hallazgo en Canelas.  #Portonovo,NEU
"Al parecer si me darán mi canasta navideña, aparte de mi panetón y un vino Gracias proveedores Nos engríen más que los jefes",P
"@auronftomg lol, eso es horrible En Green Day dijeron que este año sale uno nuevo, ya me estoy impacientando y el hype is real",NEU
@_betterton @juanrallo para cometer atentados terroristas (2) No creo que entonces existiera el burkini ,NEU
"@sapitomen de me ntojaban más unos de canasta. Jijiji háblame de tú, porfa",P
@yahirmusic ya estaba bien preparada para ir a verte hoy pero primero está la seguridad Espero que puedan reprogramarlo muy pronto,NEU
Hay videos que no se envían porque no tengo espacio en el móvil así que lo siento ,N
"@alastrain El primer tuit nos llego a nosotros, por eso te preguntamos tanto  Que tengas un buen día y buena compra.",P
Ya parezco viejita levantándome y acostándome temprano,N
"La única ""persona"" a la que le cuento mis cosas es un niño de 5 años, no me critica, solo me escucha y lo mejor es que entiende un poco",N
"@cuervotinelli Jajajajaja sabía que no me ibas a retwittear COMO TE CONOZCO ^_^, TE AMO;3, estamos conectados y lo sabes !!",P
"l'amour no estará de mi lado y ya hace buen tiempo, pero me llena de calorcito lindo de felicidad ver a mis amigas felices, amando.",P
"El estres es directamente proporcional a los ""andate a la puta q t pario"" que tenes guardados adentro. Buenos dias",N
Ha ardido una caravana aparcada al lado de la playa Fuego ya sofocado por los bomberos @… https://t.co/LgbW9ryGWy,NEU
"@Djrossana que tengan un lindo martes y que todos tus sueños se hagan realidad Sé tu misma, No copies Modas Eres Mi ejemplo a seguir",P
"Y hoy, que salir de la cama era lo último que quería hacer, nos fuimos de paseo a La Punta valió la pena no quedarse en casa!",P
"@Florinm2709 Si no eres una mala influencia, fracasaste como mejor amiga. gracias amiga",NEU
"@SamanthaLaraC faltabas mi samo, la familia unida jajajajaja, te extraño, venn",N
Ayer iba a probarme el cosplay de Nozomi chico y verme los primeros caps de Diamond no Ace... y no pude ,N
@Osscar_II Jajajaja!! Esque me gustó poquito bb!,P
"@DaniaRoberta A los delincuentes llamados ""POLITICOS"" solo les interesa ATASCARSE de dinero y propiedades... eso si, los domingos a MISA!",N
"@plsnomoredrama @Joseemiii @IsaMeseguerMtz @svvvdbxxy normal, con esa cara que tienes Alexia ",NEU
"La música de U2 me deprime sobretodo la de Stay (Far Away, So Close!) maldita sea para que los puse",N
evan peters -casi siempre me equivoco y pongo evans peter -dejadme -es muy sdasldjalsk,N
"se acaba el 2016 y con él, el internet gratis de movistar 4G",N
@gordo_lado me acaban de recordar que está suspendido...,NEU
@ninivecardenas2 Te puedes creer que te iba a poner lo mismo  Te quiero mi Nini,P
"3 de enero, fecha mágica, fecha viajera, fecha de hacer sueños realidad",NEU
Estás viendo que estoy loca y todavía le das fav a esa putona. Así no se pinches puede.,N
"Estoy en @McDonalds_PER del parque kennedy y me he dado con la triste sorpresa que ya no dan el ají increíble ya nada es igual, nada",N
"@ProudlyARMY Sii, cuando ya no quieres sentirte mal, pensar en cosas lindas y dejar salir todo lo malo... esos videos aparecen de la nada",P
"...y todo lo que hagan, háganlo con amor. 1 Corintios 16:14 Buen dia a todos",P
"Hasta me das risa @realDonaldTrump, por que el único afectado seras tu y tu país y ante tus propios ojos veras su destrucción total.",N
"Vivimos en una sociedad donde mentir se volvió rutina, traicionar en monotonía y ser hipócrita es la ropa de hoy en día. #buendescanso",N
