text,sentiment
@Migferdi en toda España ahora mismo ,NEU
Mi comida corrida favorita costaba 35 hasta diciembre. Excelente sazón y tortillas a mano. No hay postre. Ya subió a $45,N
@elijuambeltz un canguro GAP como único aliado,NEU
Cuando te despiertas a medio Dia y no esta mi abuela,N
"@nachobartolome de hecho, Nintendo Magic fue la principal fuente de información para mis especiales biográficos de Iwata ",NEU
"Taaaanto que se mueren por saber de mi, vamo a dejar que me stalkeen para que luego se puedan ir felices a la mrda",N
@johanna_196 el sábado unas risas todos juntos... A por otro año más! ,P
Cuando queres comprar muchas cosas pero eres pobre,N
"Les personas no somos eternas Lo más importante es el legado que dejamos, la enseñanza para toda una familia y una generación",NEU
"Me contaron una historia rara de el significado del uso de anillos de oro, plata, en que dedo y todo... pero lo he olvidado",NEU
"Después de unos cuatro días de ermitaña, salir al sol no me hizo muy bien fiebre largate",N
@KozkaTripp Cuando vengas a vernos lo compruebas,NEU
"- Te tengo un trato, préstame tus audífonos y tu adaptador (pausa...larga) - Ah, y el trato? - Ay, préstamelos Negociación 100% real.",P
"Y en mi momento de alta autoestima/ego, les puedo asegurar que mi sonrisa se contagia  (en persona, obviamente)",P
Mientras luchamos por separado nos vencen juntos,N
"Mi profe de TCU sí es odioso, a un mae por 9 afiches le dio 90 horas y a mí me dice que me apunte lo que duré, di duré 5 horas",N
"Ya déjalo, ya está muerto :v @AlanGarciaPeru @DiarioDeCurwen",NEU
.@PedroBordaberry El Senador itinerante... hay que darle una medalla a su médico personal; no cualquier octogenario aguanta ese trote,N
"Vanessa ¿donde estas? te extraño mucho, ya va ser navidad y necesito verte",N
@piscolabisaereo @HistoriaNG @SPosteguillo las tengo pero aún no las he leído. Caerán prontito ,P
@donarfonzo yo no la veo caliente ,NEU
"@IronGeen ñammm. Ya se me antojó una deliciosa cema, vamos por una",P
Se me estan pasando muy rapido estas vacaciones,NEU
@jtorrespadilla fui una buena novia,P
"@DrChaquirria Jajaja no es por simplona, pero no me gusta la coca regular",P
No puedo poner el insta histories ese raro  alguna ayuda?,N
No puedo creer que estoy llendo por una hora sola al liceo nono que onda voy por 45 min nada mas mejor no podia ser,P
Tengamos un día lleno de magia y lindos momentos,P
@Boardgametotal los ábacos si están permitidos. Sobre todo porque la mayoría no saben usarlo ,N
BABY @BlasAuryn #FollowSpree. y la suerte de la semana pasada???  esto sería demasiado grande para mi.,N
"Por fin mis amigos me empiezan a visitar en mis destinos de trabajo, solo han tenido que pasar 5 años!!!! (Bueno en Guada tb tuve  )",P
Cada vez que veo a esa muchacha está más guapa,P
4:18 AM. Que gran dilema. ¿Despertar a mamá para que me baje a abrirme o dejar que siga durmiendo? Pd. Venga saliendo del trabajo,NEU
"Ya que se acabaron mis vacaciones, a pesar de los problemas que hubo, me gustaton mucho y me sentí feliz. Hace mucho que no era feliz",P
"Fue una muy pero muy agradable platica, espero repetirlo",P
Nada mejor que pasar ocho horas del día viéndola sonreír,P
@NoticiasCNCO ya conozco a 3 pero Erick que es mi favorito no y Joel,NEU
"@visigoten el folio lo tenía en cosas de su oficina mi padre, se jubiló y di con el. vi si quién es coordinador general!!",NEU
@somekindofEdu yo estaba todo feliz,NEU
Me estaba comiendo unos pastes bien ricos pero de pronto pusieron canciones bien deprimentes y pues así no se puede,N
Me queda una semana y media de vacaciones y aún no he hecho nada productivo,N
"Me gustaría pensar que me están haciendo un bluffing, de esos que yo haría. Pero algo me dice que no es así",NEU
Unos tacawertz para desayunar!,P
98% de los circuitos escrutados en Colombia. 60% de abstencion. Gana el No. #PazParaColombia,P
@nicoberger @old_sound por ahí estaría bueno q le quede cerca de la parada de Nico. Aviso soy vegetariano,NEU
@HelpDmsOfIdois uno con tyler posey porfavor,NEU
@_Raquel97_ ¡Muchísimas gracias! Ojalá te llegue prontito y lo disfrutes un montón ,P
@Escuarantula sigo siendo feo pero es que cuando me conociste no tenía el pelo rojo ,N
@PkmM7 El único riesgo extra es que si la cagas el Hardmod es más jodido  Pero es igual. Y piensa... ¿Con qué está grabado el vídeo? ,N
No pude con mi genio y voy a almorzar. Para colmo combinado de pollo con gaseosa,NEU
"Los/as uruguayos/as son muy amables. Nadie ha intentado echarme el auto encima en los ceda el paso, al contrario, lo ceden sin problema",P
@ricki33_ me quedo con la tónic ya sabes que soy un clásico ,P
@Jorge_Ruiz14 yo no tengo tiempo para esas cosas ahora mismo ,N
"@pedroalfonsoo @cuervotinelli ufffff !! Que bajón , me lo estoy perdiendo...,ME VOY A PEDALEAR CON GOMAS NUEVAS",NEU
fue algo parecido al amor,NEU
"@denisfmendez @anordestado @Cascarelo @GzWika Ponferrada, ya no soy gallego ",NEU
"Mis tenis fueron las primeras en ser compradas y no han llegado todo el mundo con tenis nuevas y yo aquí, zad.",N
"@arlenemaciel la peor noticia, nos quedamos sin americano en San Diego",N
@minideeharry yo pensé que ya te habías olvidado de nuestra hermandad chingona lo que es tener vida social y olvidarse de uno,P
Empece el año con una gripe bien perra y atascada estoy muriendo gggg 🤧🤧🤧🤧,N
@cartoblasto @mrobaina @uby77 no seas malo  se pide sobre PIB  déficit 4% es 40.000 millones gastados + que ingresados jaja,N
Yo quiero pasar nuestros noveno cumple mes juntinhos pero ya veo que no,N
"- Mamá, cuánto tiempo viven las putas? - Porque hija? Te sientes mal? Jajaja - Mamá!!! - Hay aparte de puta, sentida... #AsiLasCosas",N
Feo es estar enfermo con gripe a esta alta temperatura de tarapoto,N
"@noelvalenzuelap we yo también me aventé una season de una seria así !! Va, llega temprano tengo ganas de verte",P
"@Agusblanco01 te dije que era la mejor serie, igual a mi no me sale hasta el 26 de eneero",P
@cmenghi @cuerbot algo me dice que voy a empezar a andar en bondi más seguido,NEU
@Yulian_Poe @guillermoterry1 Ah. mucho más por supuesto! solo que lo incluyo. Me habías entendido mal ,P
Mandame mensajes de amor que me quiero sentir querida al despertarme que estoy muy sad ,N
@Kano_8_ Lo mejor para el es que salga del Club Zidane no le da la Oportunidad de Jugar! A mi no me gusta que este en la Banca.,NEU
"Me quedan 2 capítulos de la sexta temporada de PLL, y no quiero acabarla porque sino hasta que doblen la 7 no podré ver nada más ",NEU
días de frío = agua extremadamente fría para tomar,N
"@maveldiaz Jaja, sí, lo haré. En la tarde noche voy a tener la entrada lista",NEU
"@cduranestany Es que se lee cada cosa , menos mal que a ese lo deje de seguir cuando terminó la temporada pasada .Mi salud es lo primero ",N
Tengo los labios super secos #anli,N
Por dicha no he leído a nadie que diga que se exageró con el huracán. He escogido bien a quién seguir,P
Mierda porque es tan difícil decidir en que casa vivir? Hay pros y contras en cada una,N
@ninivecardenas2 Te puedes creer que te iba a poner lo mismo  Te quiero mi Nini,P
"@falcaide muchas gracias, Francisco!! feliz día ",P
@barossi_luzmila cosas de la vida me decis soy la mas fracasada del mundo osea no le cuesta anda un hola que importa que sea famoso,N
"@robertobrenes Bueno, no es tanto lo mayor como cuánto de campo sea usted. Sos cartaguito en cada aspecto de tu vida, por lo visto.",N
No hay nada mejor que levantarte y tomar un buen mate,P
"@Pontifex_es feliz cumpleaños, Su Santidad!.. Un saludo desde Perú. Esperamos su pronta visita!..",P
Pagaré una maleta extra para todos nuestros nuevos momentos juntos,P
"@NeoDonNadie de sobra, si solo somos 3 dime tu ID y ya te agrego ",NEU
"duermo como los mejores hoy mañana juega el bolso , me falta ella nomas",P
@GermanDZ @jmbeas @CarlosTheSailor @penguinjournals Yo creo que el consumo cerebral es inversamente proporcional a su uso ,NEU
No salí el fin de semana porque hoy tenía examen y salgo del examen y nadie quiere ir por una torta chilena,N
"No necesito más, si estoy junto a mi familia. Eternamente agradecida con Ds",P
"@cmenghi A menos q seas empleado de Riogas, Alur, INR, IMPO, vicepresidencia o cosas así. Tener título está sobrevalorado @Nico_Selser",N
Dateame: albañil bueno bonito y barato please. Pintor de fachada y carpintero. Se agradece!,NEU
No sé si soy exagerada.. no es el fin del mundo pero yo necesito un trago para pasar todo esto. Necesito estar tranquila,NEU
Sigamos siendo felices felices felices,P
"Tanto sad, tanto sad... Pues yo también estoy muy sad hoy ",N
¿Algún día seré feliz por tener tu follow? @BlasAuryn ,N
"@LuceroGama tu foto de perfil me trae recuerdos, extraño escucharte",N
Salimos @uruguaya79 para Zaragoza  fin de semana único,P
Quiero ser tu pesado favorito lo siento,NEU
"@treledo Ya pude ver la info, el hoario es de 7.30 a 4, no tenía idea de que se podía solicitar digital, gracias",NEU
"Hoy hice todo de una manera olímpica, pero algo se me tenía que olvidar. ¡Ah sí! La sombrilla.",NEU
"@barsacampeon10 Qué horror, la mala suerte de esa pobre niña es tremenda... Pobrecita...",N
"Tengo 2 días de estar pendiente de #otto y yo personalmente me siento parte de todo lo que ha sucedido. En este momento, es lamentable",N
"@vcatita al contrario, me creo poco porque según mi ""couchhhhhh"" ya debo de hacer 6k",P
"Y bueno, desde la chamba y tentado por los olores que vienen de casas vecinas: chancho al palo, pavo al horno, lechon... ¡Me dio hambre!",NEU
"@rojozapatito despídete de todos, deséales feliz año y bye bye",NEU
tío pero el final es una mierda me ha dado muchísima pena de verdad pero bueno no hago spoiler pero pf ,N
"@forceviciconte mica va a estar ne la 8g, porque sus palabras en ig me hace dudar, igual si sigue cbt peru y se queda alla mejor",N
@KMinorito Es que solo piensa que todas las canciones tristes que tienen (loser por ejemplo) son basadas en experiencia.. ,N
#FelizMartes les tenemos un excelente trabajo que creemos que les va a encantar.,P
"Extraño las clases de biblia del Pastor Manzanares y sus no tareas , aún no supero que se haya ido",N
"@GarbiMuguruza Yo cuando pueda quiero tener el Omega Constellation,, con los numéricos romanos. ",P
"Que enfermería tenemos, Gareth Bale se podría perder el clásico",N
@Flor_uy valen por esta igual,NEU
@ULPGC hola ¿me podrían seguir para hacer una consulta por Mensaje Directo? Muchas gracias,NEU
"Gracias por los ánimos! He dormido un poco más, me he tomado una pastilla y ha bajado a 36 y medio, pero aún me noto rara ",N
Algunos están Sad 24/7 Otros están Indignados 24/7 Yo estoy Cachondo 24/7,NEU
"Está dicho!..mi vida es una gran aventura, lleno de emociones, decepciones, ilusiones, sonrisas,",NEU
"Hoy mejoré un poquito, para alguien que no hace deporte hace como 1 año, hacer 4K luego de 1 semana de empezar esta bien creo.",P
@ColifaBack @crisacmol @UrtubeyJM @JCanoOK esta ocupado con su flamante casamiento,NEU
"O sea, cuando ando en malos pasos, me sale una persona súper bien ... ya no sé qué hacer con los 2. Llevame Diosito Jajaja",NEU
tengo súper ganas de comerme un peaso de ciego que flipasss pero la cosa es con quién pq nadie quiere beber ,N
@aldobucs una verdadera estupidez vamos a ver juegazos como San Vicente vs Bahrein,N
"@jair_mendieta me insultas noo, solo quiero verte",NEU
"@Le_Conocedor gracias!!! Mañana celebramoooos... estamos viendo donde aún, ahorita te aviso.",P
"@GomezXelhuantzi jajaja, chalé, te extraño tanto que voy a enloquecer ya ven a verme",N
@salvadorop no existió recalentado de Año Nuevo por qué ni cena hubo.,N
Toda mi familia va a estar dormida en mi graduación,N
@estoesguerra_tv esto es guerra es el mejor reality,P
"Paren el mame de los saqueadores, ósea las ratas gordas están saqueando el país y no podemos hacer nada ese es el verdadero problema",N
Que dicha que hay trabajo y salud y vacaciones también,P
"@sepuedevivir la amo, qué hay de cierto en que a las serpientes nos dan cascotazos todo el año? 2016 fue suficiente... Tierra here",NEU
@RoSo_54 @Adri_tranqui ya estoy pronto ! la cucha despejada !,P
Qué emoción! Acabo de conocer al fenómeno @rusomyc y es veterinario de mi Lolo! Preparate para mis consultas cotidianas jeje,P
@KoalaSuspicaz este que menciono es infumable siempre jaja... hay de todo como en todos lados,N
"se acaba el 2016 y con él, el internet gratis de movistar 4G",N
Aquí por lo menos no está solo ELF ... En ese entonces...pfff.... solo estaba Cloud,NEU
La de las indirectas soy yo. Perdón.,N
me siento mal de no encontrarle nada de especial a la luna. pero solo veo el mismo punto blanco de siempre.,N
"@MurrietaObed pues si  y realmente la pase muy mal el es como mi segundo papá, crecí con el y todo lo que se de fut es por el",N
@flyfap no había parada pero he visto una rotonda mu bonica en la que ponía Nules ,P
Me desperté pendejo nivel 3: No me traje dinero porque iba a traer lunch. Se me olvidó el lunch. Muero de hambre.,N
@oviedo_6 yo personalmente lo bloquearía inmediatamente pero al final yo no soy una belleza so,NEU
Como necesitaba esa juntada asi de compañeros y pasar un lindo rato,P
"Me la paso haciendola de pedo a todos, por todo, que feo ser así.",N
Ahora tengo que dormir llena de repelente,NEU
@andresantoniuk @LaPasiva lindo loop-hole para forzar efectivo sin ser sancionados Hats off.,NEU
Escucho a @HillaryClinton porque no me aguanté y no puedo creer aún que hayan elegido sobre ella a @realDonaldTrump Es realmente triste.,N
"Me lleva la tostada con el internet de @izzi_mx. Deje a mis amigos en ARK, con un T-Rex y un Oso.",N
@mscha14 @andreavasro Awww... de mis niños llorones favoritos!,NEU
"@Gloryagpem @karench0708 ayer andábamos por allá jaja, le diré que vayamos mañana a ver si me dejan gracias lindas",P
-Papá ¿Qué sale de cruzar un gato con un burro? -No lo sé. -Todos los vecinos a callar al gato JAJAJAJAJA no papá con el cinturón no,N
Janowiiiiiiiicz ole tus cojones y ole tu set y tu over!!!! No me pago las fiestas pero si algún cubata!! Buenos diiiiias mundo!! ,P
Al rato a preparar la cena de fin de año con mis hijos Al rato a Misa a darle gracias a Dios por un 2016 lleno de ilusiones y sueños,P
no sé qué tipo de señal universitaria es esta!!!,NEU
"-Disculpe ¿Qué hora tiene? -Está equivocado señor, esta es una casa de empeño. -Lo sé pendejo, ahí empeñe mi reloj",P
"El ""In Memoriam"" de los Oscares va a estar muy cargado este año. Desde David Bowie en enero hasta Carrie Fisher en Diciembre",N
"No son ni las 9am y aquí estoy a moco tendido, llorando con una pelicula con Cameron Díaz que se le muere la hija",N
@AnaBelenDoll lo pasaron lindo ayer?,NEU
"Creo que es la primera vez que no me deprimo por la fecha de mi cumple, esta vez la preocupación por mi sustenta le ganó",N
@SheWolf_byu ni me lo recuerdes pero eso no cambiara por los siglos de los siglos,N
Con esto de la marcha del orgullo heterosexual ya no sé si puedo comer conchitas en la cebichería,NEU
@NaomiwongJimen2 Jaja que buena! Lo probare entonces,P
"Estimada @evaayllon, reciba un cordial saludo, nosotros somos el 1er Centro de Ozonoterapia en el Perú, contamos con muchos tratamientos",NEU
La lluvia definitivo no me tiene piedad cuando ando en bus,N
"@cuervotinelli el 27 de diciembre tengo mi primer sesión, luego el 11 de enero... NECESITO HACER ESTO POR MI PARA SENTIRME PLENO !!",P
@ZockClient se suman los 2 clicks del mouse y de un click normal de 3 pasa a tener un click de 14 no son macros 2/2,NEU
"@Melii_Herrera05 yo lo único e puedo rescatar es TØP y Coldplay,pero no tengo un cinco.",N
"@libadri perfecto. ¡Gracias! A ver cuánto me toca pagar este año, que ya 3 años he pagado lo mismo.",N
"Y los tres reyes magos llegaron con oro,incienso y mirra Melchoro Alan, Toledo vastadehuasquear y Ollanta nadinevagastar, de odebrechlen",N
"¡Gran ejemplo a seguir Lennon! inspiradora eeriencia ""De agilista a empresario #devHangout con @lshimokawa @devacademyla""",P
Él es un claro ejemplo de pendejo.,N
No mames lo triste Gabriel Badilla y por el corazon! El miedo que me dan esas cosas.,N
@mabonitatuya1 @Samemo11 Huy qué rico! Se ve que si te exitabas jeje,P
@patatuelaj voy un poco borracho ,NEU
No soy una eerta en la cocina pero lo poco que sé siempre me ah funcionado.,P
Él se ha ganado un lugar especial en mi corazón.,P
Lo que ma el ser optimista que hay en mi (qUE LO HAY AUNQUE SEA MINÚSCULO) Lo que meno el hecho de no confiar  https://t.co/OafLkK91G2,NEU
#luckyLadies no será lo mismo sin shiky que mala onda @nodigamosmas,N
@Vilhum taken with my iPhone. Quiero una cámara profesional para ser más feliz jajajaja yo si le se a todos los botonsitossss,P
Fue un buen momento en familia,P
"@SoyAlexCampos ya no me escribiste, mi estimado! Un abrazo virtual",N
@PXJarke lol pero si es igual que el bo3 menos mal que me va a salir gratis y con season pass jajaj gracias btw por el vine ,P
"@manuelortegama4 se llama Wolf, es la mascota #SeSalen en apoyo a los deportistas paralímpicos Más inf https://t.co/KQl89uDr3h",NEU
Hora de seguir soñando muy bonito,P
"@AssenethSoto no es eso amor, es que yo no iba contigo pues por eso no está padre el avión... Jajaja... TE AMO , ya regresate",P
"Un nuevo reto enorme , especialmente viviendo en CR ... #nomoredrinks ... Vamo a ver",P
"Que chiva pasar debajo del puente de la platina, siempre he querido ...es en serio.",P
@mariio97 2 asistencias me han faltado para el triple doble ,N
"@J_B_Rodriguez @mariansugarci Que nos pasen la ""fórmula mágica"" así hacemos lo mismo!!",NEU
@Loulogio_Pi Lo importante es que la serie pueda seguir. No importa si es otra partida mientras estéis los 2 y sea en el mismo punto ,P
"@Vanina_lee en realidad si. Clarke aun esta ahi quiero ver q hacen con su personaje, asi q no se q hacer haha",NEU
"Ah 8 Personas Le Pregunte Que Me Hagan El 2 No iban a pasar mas de 1 hora y media pero Ta Nadie ""Puede""",N
Que triste todo este cierre de año para mi 🇨🇷 linda,N
@offerrall @DarksDiego997 se puede hacer directo desde la ps4 sin capturadora ,NEU
@fio_mc12 opaaaaa 🤔 ahora jugas fútbol? 🤔 jajaja diay no tenía forma de saberlo o coordinarlo,NEU
Tiene gracia porque es mixta ,P
Buenas! Hoy a las 17h dije ayer que había directo pero se pasa a las 21h por el directo de la LCE en el que estaré Subiré un recordatorio,NEU
"Era lógico quel DJ del Reggaeton de Mae West no pusiera la canción de La Tentación, tanto la del Lobo como la del Kokodrilo. Desepsión ",N
@lenaychantelle Hola lenay porfiii mandame saludame en tu proximo video y mandame un besote enorme te lo agradeceria mucho lele,P
"@eRickRP Y bueno, ¿alguien le paga a esa mae para que sea una odiosa? Yo lo soy gratis, jajaja. No hay altruismo en la gente, de veras.",N
Not Myself Tonight era hermosa pero el video rip off de Bad Romance arruinó todo para mi Queen X,NEU
"Gracias a Comedy Central y MTV voy a estar en la nueva temporada de South Park, no se la pierdan [naa.. solo me…",P
"Hola @xabyjordi gracias por la información, tomamos nota  Qué tengas un buen día",P
"No he ganado ni ganaré nada del concurso Me lo esperaba,soy gafe y al fin y al cabo la suerte no esta NUNCA de mi parte. #prayforiaben",N
"Me encanta estar así de feliz...ojalá y esto toda la vida!!! Buenisimas noches  Gracias, te amo @juanjoatleti",P
Con ganas ya de que llegue septiembre Y comenzamos mañana nueva temporada en @DelecturaOblig. #adiosagosto,P
@Tribuna_I Apenas inició el torneo y ya están diciendo si YA VA LA BUENA para @Chivas Hay equipos mejores que el Rebaño,NEU
"@EduardoRamos95R yumi  te amo, estoy viendo la serie y tu?  también te extraño mañana te veo?",P
"@perroju666 Tenemos, pero (1) no dura nada, porque la carga es terrible y (2) reemplazar las baterías nos sale carísimo y nunca hay plata",N
"@Noy_07 Pues de hecho sí me funcionó, me siento más tranquila después de eso",P
@Quesadacid muchas gracias Rodrigo por compartir con nosotros su paso por la Feria del Libro de Benidorm. Esperamos que le haya encantado ,P
"Pues yo llevo 2 meses haciendo #gazolinazo; no tengo dinero para reparar mi carro. Y creo que ahora, después de esto, se irá al yonke.",N
#MiCabalaEs la de mi hno siempre fue correr la primer ola del año para pedirle a Lemanjá olas todo el año,NEU
".@alefpiro ¿Nunca escuchaste la eresión ""el último orejón del tarro""? Bueno, como son más de uno son orejanos",N
@NuriStill @MartuBlackRed pues si eso haré.. y lo sigo haciendo  ya que haga lo que quiera. No pasa nada.,NEU
Hoy un señor en el súper me dijo señora. Tengo dos teorías: es un pendejo porque agarro mi carrito en vez del suyo o real me veo vieja,N
"-""Aiiiiiii Por k ziempre te tomaz fotoz asiendo jimnaziaaa??????"" - Porque puedo, porque soy flexible y porque es MI perfil. Te amo",P
@Jeicob__ mmm...me parece que es más grande que vos,NEU
@hywzz la voz de María al final me mata JAJAJSJAJAJAJ quilla y yo que ,N
@carlosmchef3 felicidades pareja!!! Peazo abuelo va a tener tu hijo....estará pletorico ,P
Como me pude negar subir a un bmw deportivo,N
"@vikyro18 sii claroo, en play 3 podés comprarlo por 5 dolares. Pero ya en ps4 no",NEU
Ese momento en el que vuelves a soñar con la estupida que te cae gorda y te dan ganas de decirle a tu novio que la bloquee de todos lados,N
@AlexiaPalacio me dan asco los higos o no sé qué y todo en general,N
"@_Star_Vader Si, no hay que perder la esperanza jaja, digamos tuve muchas eectativas con alguien pero no se dio y tome por gordo",P
Estoy pasando por una cuerda fina de inestabilidad emocional a gatas ,N
aquí es cuando extraño a mis frayamigos y sus derivados,N
Un NOSOTROS así de grande por hoy ,P
"No quiero ir a trabajar #domingodechorreo ""descripción gráfica""",N
"@Libranorte te entiendo, toda mi vida me he sentido igual; pero siempre hay que ser fiel a uno mismo",NEU
"@no_soy_unica y si... se los quiere igual jajja pero te das cuenta de q lo q decís o no decís tiene terrible llegada, hay q ser cuidadoso",NEU
"Si me dieran cualquier deseo del mundo,solo pediría una sola cosa ... ""regresar el tiempo"" , tengo mis dudas sobre Dios pero.. ayúdame!",NEU
El descarado afán de La Caixa por empujar las cotizaciones les está delatando. Es la pauta del 2 de Mayo....Kung Fu ,N
#EsteMartesTeinvito a que te bañes puerquin!! y a sus kindergardeanos! Ya los vi!! Es muy tarde y agua fria! Mente fria! Emprendamos!,P
Uri por cobarde se fue en la colada. #moisesylos10mandamientos,N
"@MHackem @mechibasso Tampoco es para tanto, vienen en pack de 2X1 con vaso incluido y es más costo-efectivo",P
@FeeeeerFigueroa ya se. si sos turra,N
@pastafruli Te hamo juerte guachita!,P
"@Ximnart ya, aún así... no me fío de la gente ",N
@CondeDuqueMAD ¿mañana sábado 31? En que día vives?  Mañana es miércoles 31.,NEU
nadie quiere ir al prado,N
"@underpoch @10_nov @nuligesta @LuJVS La rubia es una vieja teñida, farandulera pero tiene la tarasca",NEU
@xCharliexEdgex eres un carca tio ,N
"- Doctor, ¿Cómo voy a quedar de la vista? - Tendrá mirada erótica. - ¿Así bien sexy? - No. Va a ver pura verga. -",N
"Lo lindo d usar Loquendo o mostrar mi cara es que los canales de salseo te ignoran, las redes no te verif. y marcas no te toman enserio.",N
"Despues de todo sigues pendiente de mi y lo sabes, pero autoengañarse is moreee easyy ",N
"@Noel_PI habrá, pero no conozco y tb habrá mucha etimología popular falsa... El Wiktionary para mirar uno por uno va bastante bien ",NEU
@karycruz24 @rashel09 @rosiles_meza @Crisstyrc @analu31090 Gracias mi querida kary,P
"Afortunadamente todo te quepa re-bien Pero este look tuyo no me agradó Pero eso no es primordial, tu esencia…",N
"@Cbrrrx yo solo robo corazones, daysino, ni eso puedo robar",N
@AlfonsoEmilioL La próxima vez que no vea lo entrevisto y pregunto que escucha.,NEU
"@DrLMelchor Muy bueno lo de ""... y creemos una Real Sociedad de Cientificos... Bueno, o Real o no!"". Muy de acuerdo con lo que dices",P
Ya hay pre-acuerdo entre Cecilio-América llegaría el jueves para firmar,NEU
Ser feliz no significa que todo es perfecto. ... Buen día a todos!,P
@Hirwin7 para que asi te puedan hacer reír y reír ah no que jamás pláticas con alguien MENTIROSO!!!!!!,N
@cuervotinelli Las 2 veces que cruzaste mirada conmigo el Día Martes senti como un fuego en mi corazón ...TE AMO PAPÁ!! Buen Día  !!,P
@Amareto gracias Susana. Ojalá así sea en el futuro. La verdad ahorita prefiero estar un poco preocupado que pasarme de sobreconfiado,P
"@LaFeaDelBaile insoportable? Eso es lo que tú dices  Ya nos contarás, espero que vaya todo genial ",P
Bajar mucho de peso y no sentirse contenta. Será porque no fue a base de ejercicios. Un mes y quedé,NEU
Se acabo lo bueno no tardes en volver hasta el año que viene,N
Estos días me he soñado con el accidente varias veces Increíble el trauma que generan estas cosas!,N
